"Ano base","UF","Classe Substância","Substância Mineral","Quantidade Produção - Minério ROM (t)","Quantidade Contido","Unidade de Medida - Contido","Indicação Contido","Quantidade Venda (t)","Valor Venda (R$)","Quantidade Transformação / Consumo / Utilização (t)","Valor Transformação / Consumo / Utilização nesta mina (R$)","Quantidade Transferência para Transformação / Utilização / Consumo (t)","Valor Transferência para Transformação / Utilização / Consumo (R$)"
"2016","SP","Não-Metálicos","Saibro","501746,320000",",000000000000000","-","","498161,82000000007","4329976,54","1394,000000","1394,000000",",000000",",000000"
"2016","SP","Metálicos","Alumínio (Bauxita)","1246332,310000","530557,450000000000000","t","Al2O3","0","0",",000000",",000000","137264,780000","2723950,450000"
"2016","SP","Não-Metálicos","Rochas Ornamentais","20267,510000",",000000000000000","-","","20174,32","3568082,6200000001",",000000",",000000",",000000",",000000"
"2016","SP","Não-Metálicos","Areia","26568275,350000",",000000000000000","-","","15305056,450000003","331358716,63","789,830000","6777,750000","91832,890000","675154,410000"
"2016","SP","Não-Metálicos","Rochas (Britadas) e Cascalho","58498652,660000",",000000000000000","-","","1358816,71","27217706,23","2896,000000","14480,000000","11210,000000","492078,590000"
"2016","SP","Não-Metálicos","Dolomito e Magnesita","267161,130000",",000000000000000","-","","4450,2550000000001","29653,490000000002",",000000",",000000",",000000",",000000"
"2016","TO","Não-Metálicos","Argilas","157128,790000",",000000000000000","-","","12569","518180,88","120396,930000","826398,160000","26618,670000","484164,980000"
"2016","TO","Metálicos","Zircônio",",000000",",000000000000000","t","ZrSiO4","0","0",",000000",",000000",",000000",",000000"
"2016","TO","Não-Metálicos","Areias Industriais","103810,370000",",000000000000000","-","","103810,37","3549983",",000000",",000000",",000000",",000000"
"2016","TO","Não-Metálicos","Saibro","126,400000",",000000000000000","-","","126,40000000000001","1672,24",",000000",",000000",",000000",",000000"
"2016","TO","Não-Metálicos","Rochas (Britadas) e Cascalho","499356,730000",",000000000000000","-","","38133,540000000001","806273,47999999998",",000000",",000000","614,400000","4718,590000"
"2016","TO","Metálicos","Ouro","13284,690000","30,644740000000000","kg","Au","0","0",",000000",",000000",",000000",",000000"
"2016","TO","Não-Metálicos","Fosfato","34904,360000","4420,690000000000000","t","P2O5","0","0",",000000",",000000",",000000",",000000"
"2016","TO","Não-Metálicos","Talco e outras Cargas Minerais","250,000000",",000000000000000","-","","404,63","92660,399999999994",",000000",",000000",",000000",",000000"
"2016","TO","Não-Metálicos","Areia","159178,040000",",000000000000000","-","","132498,06","2830469,3899999997",",000000",",000000",",000000",",000000"
"2016","TO","Não-Metálicos","Minerais Industriais (Outros)","34,180000",",000000000000000","-","","24","735000",",000000",",000000",",000000",",000000"
"2016","TO","Não-Metálicos","Calcário","3526258,540000",",000000000000000","-","","59735,970000000001","597358,18000000005",",000000",",000000",",000000",",000000"
"2016","TO","Não-Metálicos","Gipsita","38682,700000",",000000000000000","-","","38682,699999999997","618923,19999999995",",000000",",000000",",000000",",000000"
"2017","AC","Não-Metálicos","Areia","72998,150000",",000000000000000","-","","72729,149999999994","1747209,47",",000000",",000000",",000000",",000000"
"2017","AC","Não-Metálicos","Argilas","63779,090000",",000000000000000","-","","63373,089999999997","799999,33999999997",",000000",",000000","750,000000","65925,000000"
"2017","AC","Não-Metálicos","Rochas (Britadas) e Cascalho",",000000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2017","AL","Não-Metálicos","Argilas","167442,570000",",000000000000000","-","","97313,039999999994","1465783,75","10537,400000","43308,200000","50885,200000","236295,040000"
"2017","AL","Não-Metálicos","Saibro","14638,000000",",000000000000000","-","","14639","65379,199999999997",",000000",",000000",",000000",",000000"
"2017","AL","Não-Metálicos","Sal","763725,710000",",000000000000000","-","","0","0",",000000",",000000","763725,710000","9267159,430000"
"2017","AL","Não-Metálicos","Areia","189836,310000",",000000000000000","-","","188875,53","3043071,9299999997",",000000",",000000",",000000",",000000"
"2017","AL","Metálicos","Cobre",",000000",",000000000000000","t","Cu","0","0",",000000",",000000",",000000",",000000"
"2017","AL","Não-Metálicos","Rochas Ornamentais - Outras","2373,200000",",000000000000000","-","","2373,1999999999998","292951,22000000003",",000000",",000000",",000000",",000000"
"2017","AL","Não-Metálicos","Amianto",",000000",",000000000000000","t","","0","0",",000000",",000000",",000000",",000000"
"2017","AL","Não-Metálicos","Talco e outras Cargas Minerais","12060,000000",",000000000000000","-","","0","0",",000000",",000000","3072,550000","70668,650000"
"2017","AL","Não-Metálicos","Calcário","225952,500000",",000000000000000","-","","2000","60000",",000000",",000000",",000000",",000000"
"2017","AL","Não-Metálicos","Rochas (Britadas) e Cascalho","1174908,630000",",000000000000000","-","","2577,5","22232,48",",000000",",000000","192,390000","8000,380000"
"2017","AM","Não-Metálicos","Gipsita","3303,050000",",000000000000000","-","","3303,0500000000002","305036,66999999998",",000000",",000000",",000000",",000000"
"2017","AM","Metálicos","Ouro",",000000",",000000000000000","kg","Au","0","0",",000000",",000000",",000000",",000000"
"2017","AM","Não-Metálicos","Areia","13636,030000",",000000000000000","-","","12961,030000000001","294701,53999999998",",000000",",000000","675,000000","22800,000000"
"2017","AM","Metálicos","Ferro","5913,180000","4139,230000000000000","t","Fe","5913,1800000000003","173256,17000000001",",000000",",000000",",000000",",000000"
"2017","AM","Metálicos","Columbita-Tantalita","6494374,620000","2403,210000000000000","t","Nb2O5","0","0",",000000",",000000",",000000",",000000"
"2017","AM","Metálicos","Estanho","6494374,620000","7244646,500000000000000","kg","Sn","0","0",",000000",",000000",",000000",",000000"
"2017","AM","Não-Metálicos","Saibro","63553,660000",",000000000000000","-","","63553,660000000003","204688,69",",000000",",000000",",000000",",000000"
"2017","AM","Não-Metálicos","Argilas","66729,400000",",000000000000000","-","","0","0",",000000",",000000","66729,400000","651344,620000"
"2017","AM","Não-Metálicos","Calcário","1000,000000",",000000000000000","-","","1000","23510",",000000",",000000",",000000",",000000"
"2017","AM","Não-Metálicos","Rochas (Britadas) e Cascalho","490811,810000",",000000000000000","-","","2928,4000000000001","259312,89999999999",",000000",",000000",",000000",",000000"
"2017","AM","Metálicos","Columbita-Tantalita","6494374,620000","267,023000000000000","t","Ta2O5","0","0",",000000",",000000",",000000",",000000"
"2017","AP","Não-Metálicos","Caulim","391986,840000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2017","AP","Metálicos","Cromo",",000000",",000000000000000","t","Cr2O3","0","0",",000000",",000000",",000000",",000000"
"2017","AP","Metálicos","Ouro","3021802,290000","3733,124830000000000","kg","Au","0","0",",000000",",000000",",000000",",000000"
"2017","AP","Metálicos","Ferro",",000000",",000000000000000","t","Fe","0","0",",000000",",000000",",000000",",000000"
"2017","AP","Não-Metálicos","Argilas","9691,500000",",000000000000000","-","","0","0","9691,500000","852246,000000",",000000",",000000"
"2017","AP","Não-Metálicos","Saibro","33456,600000",",000000000000000","-","","33456,599999999999","189040",",000000",",000000",",000000",",000000"
"2017","AP","Metálicos","Manganês",",000000",",000000000000000","t","Mn","0","0",",000000",",000000",",000000",",000000"
"2017","AP","Metálicos","Columbita-Tantalita",",000000",",000000000000000","t","Ta2O5","0","0",",000000",",000000",",000000",",000000"
"2017","AP","Não-Metálicos","Areia","205390,150000",",000000000000000","-","","205390,14999999997","2391767,25",",000000",",000000",",000000",",000000"
"2017","AP","Metálicos","Estanho","3,000000","3000,000000000000000","kg","Sn","3","60000",",000000",",000000",",000000",",000000"
"2017","AP","Não-Metálicos","Rochas (Britadas) e Cascalho","92611,360000",",000000000000000","-","","12948,77","554753,5",",000000",",000000",",000000",",000000"
"2017","BA","Não-Metálicos","Areia","1945873,380000",",000000000000000","-","","1867411,5899999999","23498539,299999997","17948,950000","65169,430000",",000000",",000000"
"2017","BA","Não-Metálicos","Areias Industriais","292361,520000",",000000000000000","-","","53062,620000000003","4513310,46",",000000",",000000","2611,000000","724280,000000"
"2017","BA","Metálicos","Cromo","1445136,850000","246297,450000000000000","t","Cr2O3","0","0",",000000",",000000",",000000",",000000"
"2017","BA","Metálicos","Vanádio","1165950,000000","19143,000000000000000","t","V","0","0",",000000",",000000",",000000",",000000"
"2017","BA","Metálicos","Chumbo",",000000",",000000000000000","t","Pb","0","0",",000000",",000000",",000000",",000000"
"2017","BA","Não-Metálicos","Saibro","408852,760000",",000000000000000","-","","136046","150628","52642,400000","58492,000000","332679,360000","416058,500000"
"2017","BA","Gemas e Diamantes","Diamante","1040240,000000","230941,200000000000000","ct","","0","0",",000000",",000000",",000000",",000000"
"2017","BA","Metálicos","Berílio","8,500000",",040000000000000","t","BeO","0","0",",000000",",000000",",000000",",000000"
"2017","BA","Metálicos","Cobre","1774871,890000","23254,980000000000000","t","Cu","0","0",",000000",",000000",",000000",",000000"
"2017","BA","Metálicos","Ouro","3273576,030000","6612,574280000000000","kg","Au","0","0",",000000",",000000",",000000",",000000"
"2017","BA","Não-Metálicos","Quartzo (Cristal) e outros Piezelétricos","407,550000",",000000000000000","-","","407,55000000000001","245589,5",",000000",",000000",",000000",",000000"
"2017","BA","Não-Metálicos","Grafita","187416,000000","35047,000000000000000","t","","60000","720000",",000000",",000000",",000000",",000000"
"2017","BA","Metálicos","Manganês","10660,000000","4295,400000000000000","t","Mn","7864,1499999999996","864914,85999999999",",000000",",000000",",000000",",000000"
"2017","BA","Não-Metálicos","Talco e outras Cargas Minerais","202472,260000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2017","BA","Não-Metálicos","Rochas Ornamentais - Outras","25600,830000",",000000000000000","-","","2774,4899999999998","1661265,7899999998",",000000",",000000","1274,310000","1599135,490000"
"2017","BA","Não-Metálicos","Feldspato, Leucita e Nefelina-Sienito","12227,820000",",000000000000000","-","","11626,099999999999","1307592,3400000001",",000000",",000000",",000000",",000000"
"2017","BA","Não-Metálicos","Gipsita",",000000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2017","BA","Não-Metálicos","Argilas","1420463,250000",",000000000000000","-","","333814,19","5136836,1800000006","26377,260000","94219,820000","743949,380000","2760316,410000"
"2017","BA","Gemas e Diamantes","Gemas","32669,100000","54145,010000000000000","kg","","194,92000000000002","9795795,3099999987",",000000",",000000",",000000",",000000"
"2017","BA","Não-Metálicos","Sal","617820,350000",",000000000000000","-","","0","0",",000000",",000000","617820,350000","39872128,600000"
"2017","BA","Não-Metálicos","Fosfato","507404,420000","114528,000000000000000","t","P2O5","0","0",",000000",",000000",",000000",",000000"
"2017","BA","Não-Metálicos","Rochas (Britadas) e Cascalho","7218078,700000",",000000000000000","-","","91595,739999999991","259829,72","29297,400000","191898,020000","124564,800000","325114,110000"
"2017","BA","Não-Metálicos","Calcário","1736716,790000",",000000000000000","-","","172811,94","1446249,8900000001",",000000",",000000",",000000",",000000"
"2017","BA","Não-Metálicos","Diatomita","29794,720000",",000000000000000","-","","10404,280000000001","145967,92000000001",",000000",",000000","4971,680000","3720,220000"
"2017","BA","Metálicos","Ferro","36459,370000","23509,550000000000000","t","Fe","0","0",",000000",",000000",",000000",",000000"
"2017","BA","Não-Metálicos","Bário","29466,670000","2602,490000000000000","t","BaSO4","22393,799999999999","6963150,5200000005",",000000",",000000",",000000",",000000"
"2017","BA","Não-Metálicos","Geodos, Ágatas, Calcedônia, etc","1528,000000","1528,000000000000000","t","","1568,3599999999999","2534205",",000000",",000000",",000000",",000000"
"2017","BA","Não-Metálicos","Rochas Ornamentais","340558,450000",",000000000000000","-","","232465,72","147136266,94999999",",000000",",000000","14099,950000","8583825,150000"
"2017","BA","Não-Metálicos","Dolomito e Magnesita","1735202,760000",",000000000000000","-","","18","10976,93",",000000",",000000",",000000",",000000"
"2017","BA","Não-Metálicos","Caulim","27382,000000",",000000000000000","-","","27382","486030",",000000",",000000",",000000",",000000"
"2017","CE","Não-Metálicos","Areias Industriais","105346,890000",",000000000000000","-","","39804,660000000003","3638640,6899999999",",000000",",000000","21512,520000","125135,990000"
"2017","CE","Não-Metálicos","Areia","559043,760000",",000000000000000","-","","548717,79000000004","6223204,6400000006",",000000",",000000","15920,000000","72169,200000"
"2017","CE","Não-Metálicos","Gipsita","65312,180000",",000000000000000","-","","65312,18","2923557,3499999996",",000000",",000000",",000000",",000000"
"2017","CE","Não-Metálicos","Quartzo (Cristal) e outros Piezelétricos","27,780000",",000000000000000","-","","27,780000000000001","81024",",000000",",000000",",000000",",000000"
"2017","CE","Metálicos","Cobre",",000000",",000000000000000","t","Cu","0","0",",000000",",000000",",000000",",000000"
"2017","CE","Não-Metálicos","Rochas Ornamentais - Outras","31787,350000",",000000000000000","-","","8797,9500000000007","7367747,1099999994",",000000",",000000","22989,400000","3364958,480000"
"2017","CE","Não-Metálicos","Saibro","38732,000000",",000000000000000","-","","38732","107270",",000000",",000000",",000000",",000000"
"2017","CE","Não-Metálicos","Rochas Ornamentais","81401,800000",",000000000000000","-","","66158,419999999998","63731903,24000001",",000000",",000000","209,550000","192441,550000"
"2017","CE","Não-Metálicos","Mica",",000000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2017","CE","Não-Metálicos","Talco e outras Cargas Minerais","4930,000000",",000000000000000","-","","4930,6700000000001","364482,29000000004",",000000",",000000",",000000",",000000"
"2017","CE","Metálicos","Manganês","45867,000000","11338,320000000000000","t","Mn","40689","8481612,8699999992",",000000",",000000",",000000",",000000"
"2017","CE","Não-Metálicos","Dolomito e Magnesita","136326,830000",",000000000000000","-","","136326,82999999999","4005745,7600000002",",000000",",000000",",000000",",000000"
"2017","CE","Não-Metálicos","Rochas (Britadas) e Cascalho","2845144,470000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2017","CE","Não-Metálicos","Argilas","1369862,530000",",000000000000000","-","","271183,65999999997","2700971,1200000001","73220,970000","1492026,240000","1098589,560000","5379611,390000"
"2017","CE","Não-Metálicos","Calcário","4894792,300000",",000000000000000","-","","458642,21999999997","4875531,9300000006",",000000",",000000",",000000","116220,000000"
"2017","CE","Não-Metálicos","Fosfato",",000000",",000000000000000","t","P2O5","0","0",",000000",",000000",",000000",",000000"
"2017","CE","Metálicos","Ferro","3613,270000","2229,750000000000000","t","Fe","0","0",",000000",",000000",",000000",",000000"
"2017","DF","Não-Metálicos","Areias Industriais",",000000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2017","DF","Não-Metálicos","Argilas","212493,610000",",000000000000000","-","","0","0",",000000",",000000","105462,610000","1841547,730000"
"2017","DF","Não-Metálicos","Areia","333233,960000",",000000000000000","-","","61797,959999999999","1390842,02",",000000",",000000",",000000",",000000"
"2017","DF","Não-Metálicos","Rochas (Britadas) e Cascalho","107709,830000",",000000000000000","-","","3000","15228,42",",000000",",000000",",000000",",000000"
"2017","DF","Não-Metálicos","Calcário","4205158,120000",",000000000000000","-","","0","0",",000000",",000000","1488071,570000","54969316,220000"
"2017","ES","Não-Metálicos","Argilas","406449,270000",",000000000000000","-","","217665","2476327,5600000001","135862,890000","1108285,770000","29168,200000","268269,670000"
"2017","ES","Não-Metálicos","Rochas (Britadas) e Cascalho","4554312,672554",",000000000000000","-","","11551,681038000001","268151,84600700001",",000000",",000000","1314,552537","127075,755429"
"2017","ES","Não-Metálicos","Feldspato, Leucita e Nefelina-Sienito","3287,960000",",000000000000000","-","","3027,1199999999999","136220,39999999999",",000000",",000000",",000000",",000000"
"2017","ES","Não-Metálicos","Calcário","2314060,195000",",000000000000000","-","","1868359,2470000002","26314650,910000004","2725,000000","817,500000","377507,000000","8638362,120000"
"2017","ES","Não-Metálicos","Rochas Ornamentais","2424236,262446",",000000000000000","-","","2344965,2419619998","491933686,78399295",",000000",",000000","223974,977463","14488144,624571"
"2017","ES","Não-Metálicos","Dolomito e Magnesita","187652,130000",",000000000000000","-","","187652,13","1800939,9399999999",",000000",",000000",",000000",",000000"
"2017","ES","Não-Metálicos","Saibro","90140,420000",",000000000000000","-","","54191,110000000001","554204,73999999999","24533,310000","80901,520000",",000000",",000000"
"2017","ES","Metálicos","Alumínio (Bauxita)",",000000",",000000000000000","t","Al2O3","0","0",",000000",",000000",",000000",",000000"
"2017","ES","Não-Metálicos","Areia","1293067,310000","12,000000000000000","-","","1273270,5999999999","15961961,08","4923,430000","26570,100000",",000000",",000000"
"2017","GO","Metálicos","Cobre","33410949,620000","94485,520000000000000","t","Cu","0","0",",000000",",000000",",000000",",000000"
"2017","GO","Não-Metálicos","Rochas Ornamentais - Outras","4767,500000",",000000000000000","-","","4752,5","32104,150000000001",",000000",",000000",",000000",",000000"
"2017","GO","Metálicos","Prata","34334773,620000","208,523170000000000","kg","Ag","0","0",",000000",",000000",",000000",",000000"
"2017","GO","Não-Metálicos","Dolomito e Magnesita","583701,780000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2017","GO","Metálicos","Alumínio (Bauxita)","827800,200000","445987,350000000000000","t","Al2O3","0","0",",000000",",000000","16604,390000","431714,730000"
"2017","GO","Não-Metálicos","Argilas","411562,490000",",000000000000000","-","","228192,55000000002","670451,09999999998",",000000",",000000","156575,790000","1160203,660000"
"2017","GO","Metálicos","Cobalto","9146,000000","28,150000000000000","t","Co","9091,5699999999997","234177,14999999999",",000000",",000000",",000000",",000000"
"2017","GO","Metálicos","Titânio","22774,880000","6548,650000000000000","t","TiO2","22774,879999999997","2003827,9000000001",",000000",",000000",",000000",",000000"
"2017","GO","Metálicos","Estanho","2909,500000","2092,200000000000000","kg","Sn","0","0",",000000",",000000",",000000",",000000"
"2017","GO","Não-Metálicos","Calcário","7290708,696700",",000000000000000","-","","213379,72","9617428,4799999986",",000000",",000000",",000000",",000000"
"2017","GO","Metálicos","Nióbio","12507211,760000","61062,383580000000000","t","Nb2O5","0","0",",000000",",000000",",000000",",000000"
"2017","GO","Metálicos","Níquel","6289441,250000","92101,720000000000000","t"," Ni","9091,5699999999997","234177,14999999999",",000000",",000000",",000000",",000000"
"2017","GO","Gemas e Diamantes","Gemas","873,940000","96,957140000000000","kg","","873,94000000000005","888840",",000000",",000000",",000000",",000000"
"2017","GO","Não-Metálicos","Areias Industriais","5030,000000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2017","GO","Não-Metálicos","Fosfato","10090244,080000","1330642,150000000000000","t","P2O5","0","0",",000000",",000000",",000000",",000000"
"2017","GO","Não-Metálicos","Areia","1483889,750000",",000000000000000","-","","909662,8600000001","23364720,559999999",",000000",",000000",",000000",",000000"
"2017","GO","Não-Metálicos","Amianto","1995618,970000","160448,000000000000000","t","","0","0",",000000",",000000",",000000",",000000"
"2017","GO","Metálicos","Manganês","1242,120000","497,000000000000000","t","Mn","1242,1199999999999","448699,34000000003",",000000",",000000",",000000",",000000"
"2017","GO","Não-Metálicos","Saibro","8688,730000",",000000000000000","-","","7300","43800",",000000",",000000",",000000",",000000"
"2017","GO","Não-Metálicos","Vermiculita e Perlita","380343,000000","113997,000000000000000","t","","0","0",",000000",",000000","3320,000000","29880,000000"
"2017","GO","Metálicos","Ouro","36023677,390000","15224,295940000000000","kg","Au","0","0",",000000",",000000",",000000",",000000"
"2017","GO","Não-Metálicos","Rochas Ornamentais","25779,500000",",000000000000000","-","","10554,35","5080739,4399999995",",000000",",000000","9544,020000","2379236,650000"
"2017","GO","Não-Metálicos","Rochas (Britadas) e Cascalho","4955758,173300",",000000000000000","-","","160654,07000000001","944146,34000000008","12931,240000","207566,030000","1462,000000","1462,000000"
"2017","GO","Metálicos","Ferro",",000000",",000000000000000","t","Fe","0","0",",000000",",000000",",000000",",000000"
"2017","GO","Não-Metálicos","Bário","9317095,770000","160494,280000000000000","t","BaSO4","0","0",",000000",",000000",",000000",",000000"
"2017","GO","Não-Metálicos","Talco e outras Cargas Minerais","600,000000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2017","MA","Não-Metálicos","Gipsita","365875,950000",",000000000000000","-","","345878,90999999997","14409546,119999999",",000000",",000000",",000000",",000000"
"2017","MA","Não-Metálicos","Saibro","510587,000000",",000000000000000","-","","0","0","510587,000000","638234,250000",",000000",",000000"
"2017","MA","Metálicos","Ferro","45236,530000","20356,430000000000000","t","Fe","0","0",",000000",",000000",",000000",",000000"
"2017","MA","Não-Metálicos","Areia","972334,710000",",000000000000000","-","","914595,55000000016","11830434,630000001","16468,690000","67268,350000",",000000",",000000"
"2017","MA","Não-Metálicos","Rochas (Britadas) e Cascalho","3584577,330000",",000000000000000","-","","49659,18","2458946,5699999998",",000000",",000000",",000000",",000000"
"2017","MA","Não-Metálicos","Calcário","352563,850000",",000000000000000","-","","220144,12999999998","8921906,4299999997",",000000",",000000","18545,720000","278185,800000"
"2017","MA","Não-Metálicos","Caulim","38196,000000",",000000000000000","-","","38196","980873,28000000003",",000000",",000000",",000000",",000000"
"2017","MA","Metálicos","Ouro",",000000",",000000000000000","kg","Au","0","0",",000000",",000000",",000000",",000000"
"2017","MA","Não-Metálicos","Argilas","1286541,910000",",000000000000000","-","","287842,87","1359646,8799999999","68718,000000","240039,000000","408308,870000","4165545,090000"
"2017","MG","Não-Metálicos","Caulim","150581,790000",",000000000000000","-","","141552,57999999999","15645705,010000002",",000000",",000000","10918,880000","250558,890000"
"2017","MG","Metálicos","Chumbo","2425977,010000","13030,530000000000000","t","Pb","0","0",",000000",",000000",",000000",",000000"
"2017","MG","Metálicos","Ferro","404690154,770000","203969761,110000000000000","t","Fe","3510141,8400000003","84244028,089999989",",000000",",000000",",000000",",000000"
"2017","MG","Metálicos","Nióbio","3032878,000000","78553,630000000000000","t","Nb2O5","0","0",",000000",",000000",",000000",",000000"
"2017","MG","Metálicos","Cromo","10,000000","2,000000000000000","t","Cr2O3","0","0",",000000",",000000",",000000",",000000"
"2017","MG","Não-Metálicos","Rochas Ornamentais - Outras","21212,812000",",000000000000000","-","","15136,302","8815400,3100000005",",000000",",000000","6866,240000","1749894,810000"
"2017","MG","Não-Metálicos","Talco e outras Cargas Minerais","471112,060000",",000000000000000","-","","208405,54999999999","7927747,120000001",",000000",",000000","6202,540000","241088,040000"
"2017","MG","Metálicos","Níquel",",000000",",000000000000000","t"," Ni","0","0",",000000",",000000",",000000",",000000"
"2017","MG","Não-Metálicos","Argilas","3549486,460000",",000000000000000","-","","2114875,5299999998","18279066,080000006","201271,590000","2163206,480000","806476,960000","7949482,110000"
"2017","MG","Metálicos","Prata","28371205,040000","3680,803370000000000","kg","Ag","0","0",",000000",",000000",",000000",",000000"
"2017","MG","Não-Metálicos","Calcário","42023362,041200",",000000000000000","-","","4761778,7000000011","49244013,329999998","3272862,740000","2767998,770000","1376607,910000","34392310,660000"
"2017","MG","Não-Metálicos","Quartzo (Cristal) e outros Piezelétricos","313,170000",",000000000000000","-","","313,17000000000002","1017173,9",",000000",",000000",",000000",",000000"
"2017","MG","Não-Metálicos","Mica","2,210000",",000000000000000","-","","2,21","26600",",000000",",000000",",000000",",000000"
"2017","MG","Não-Metálicos","Saibro","247627,580000",",000000000000000","-","","86446,119999999995","825645",",000000",",000000","36834,000000","27625,500000"
"2017","MG","Não-Metálicos","Areias Industriais","1263006,270000",",000000000000000","-","","347443,81999999995","18292123,610000003",",000000",",000000",",000000",",000000"
"2017","MG","Não-Metálicos","Grafita","1351980,110000","91328,740000000000000","t","","0","0",",000000",",000000",",000000",",000000"
"2017","MG","Não-Metálicos","Dolomito e Magnesita","15,000000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2017","MG","Não-Metálicos","Areia","4854158,020000",",000000000000000","-","","4336323,5999999987","88354106,340000004","79268,650000","172614,640000","12326,830000","124804,840000"
"2017","MG","Não-Metálicos","Feldspato, Leucita e Nefelina-Sienito","79307,550000",",000000000000000","-","","65433,589999999997","14138921,039999999",",000000",",000000","5249,220000","334005,560000"
"2017","MG","Não-Metálicos","Potássio","13159,130000","1321,720000000000000","t","K2O","1854,2","145191,79999999999",",000000",",000000",",000000",",000000"
"2017","MG","Metálicos","Ouro","33371797,330000","28598,540820000000000","kg","Au","0","0",",000000",",000000",",000000",",000000"
"2017","MG","Não-Metálicos","Rochas (Britadas) e Cascalho","17380034,986800",",000000000000000","-","","791994,65800000005","9368435,4739999995","11075,000000","80261,600000","32458,160000","600190,240000"
"2017","MG","Metálicos","Estanho","159361,350000","119521,010000000000000","kg","Sn","0","0",",000000",",000000",",000000",",000000"
"2017","MG","Metálicos","Manganês","368018,280000","82370,980000000000000","t","Mn","47888,019999999997","1188343,1899999999",",000000",",000000",",000000",",000000"
"2017","MG","Metálicos","Berílio","60,000000",",600000000000000","t","BeO","53","13465",",000000",",000000",",000000",",000000"
"2017","MG","Gemas e Diamantes","Gemas","191443,580000","3770,541380000000000","kg","","24625,080000000002","49995542,370000005",",000000",",000000",",000000",",000000"
"2017","MG","Metálicos","Titânio","1943046,000000","291573,480000000000000","t","TiO2","0","0",",000000",",000000",",000000",",000000"
"2017","MG","Metálicos","Zinco","2425977,010000","187523,770000000000000","t","Zn","0","0",",000000",",000000",",000000",",000000"
"2017","MG","Gemas e Diamantes","Diamante","389076,650000","46411,440000000000000","ct","","0","0",",000000",",000000",",000000",",000000"
"2017","MG","Não-Metálicos","Rochas Ornamentais","1315921,760000",",000000000000000","-","","1488615,5600000001","287753071,52599996",",000000",",000000","142866,180000","29606003,640000"
"2017","MG","Metálicos","Columbita-Tantalita","158982,470000","75,035800000000000","t","Ta2O5","0","0",",000000",",000000",",000000",",000000"
"2017","MG","Metálicos","Alumínio (Bauxita)","2620668,230000","1056207,300000000000000","t","Al2O3","483455,84000000008","12881252,119999997",",000000",",000000","328500,000000","23308367,890000"
"2017","MG","Não-Metálicos","Cianita e outros minerais refratários","243,010000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2017","MG","Não-Metálicos","Fosfato","20027549,880000","1934713,450000000000000","t","P2O5","57675,910000000003","11430438,460000001",",000000",",000000","3121516,370000","172210462,550000"
"2017","MG","Metálicos","Zircônio",",000000",",000000000000000","t","ZrSiO4","0","0",",000000",",000000",",000000",",000000"
"2017","MG","Metálicos","Monazita e Terras-Raras",",000000",",000000000000000","t","ETR","0","0",",000000",",000000",",000000",",000000"
"2017","MG","Metálicos","Lítio","58417,000000","741,880000000000000","t","Li2O","0","0",",000000",",000000",",000000",",000000"
"2017","MG","Não-Metálicos","Bário","3032878,000000","569698,340000000000000","t","BaSO4","0","0",",000000",",000000",",000000",",000000"
"2017","MS","Metálicos","Manganês","814263,000000","356891,470000000000000","t","Mn","0","0",",000000",",000000",",000000",",000000"
"2017","MS","Não-Metálicos","Calcário","3917833,060000",",000000000000000","-","","142255,54000000001","2704634,77",",000000",",000000",",000000",",000000"
"2017","MS","Metálicos","Ferro","5020294,840000","3094735,560000000000000","t","Fe","0","0",",000000",",000000",",000000",",000000"
"2017","MS","Não-Metálicos","Talco e outras Cargas Minerais","143428,170000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2017","MS","Não-Metálicos","Rochas (Britadas) e Cascalho","4333917,600000",",000000000000000","-","","500930,36999999988","9161297,870000001","9458,000000","44373,800000","9100,000000","39250,000000"
"2017","MS","Não-Metálicos","Areia","2161256,210000",",000000000000000","-","","1737933,0199999998","23642488,969999995","510,000000","5156,100000",",000000",",000000"
"2017","MS","Não-Metálicos","Saibro","148719,570000",",000000000000000","-","","155559,75","1111719,04",",000000",",000000",",000000",",000000"
"2017","MS","Não-Metálicos","Fosfato","25,200000","3,550000000000000","t","P2O5","25,199999999999999","3780",",000000",",000000",",000000",",000000"
"2017","MS","Não-Metálicos","Rochas Ornamentais",",000000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2017","MS","Não-Metálicos","Argilas","299842,610000",",000000000000000","-","","148529,60000000001","1742882,78",",000000",",000000",",000000",",000000"
"2017","MT","Gemas e Diamantes","Diamante","127981,000000","23265,260000000000000","ct","","0","0",",000000",",000000",",000000",",000000"
