"Ano base","UF","Classe Substância","Substância Mineral","Quantidade Produção - Minério ROM (t)","Quantidade Contido","Unidade de Medida - Contido","Indicação Contido","Quantidade Venda (t)","Valor Venda (R$)","Quantidade Transformação / Consumo / Utilização (t)","Valor Transformação / Consumo / Utilização nesta mina (R$)","Quantidade Transferência para Transformação / Utilização / Consumo (t)","Valor Transferência para Transformação / Utilização / Consumo (R$)"
"2014","PB","Não-Metálicos","Areias Industriais","12743915,570000",",000000000000000","-","","5726,3199999999997","223978,48999999999",",000000",",000000","85789,600000","616618,500000"
"2014","PB","Não-Metálicos","Cianita e outros minerais refratários","687,870000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2014","PB","Não-Metálicos","Mica","10313,180000",",000000000000000","-","","10313,179999999998","1071519,51",",000000",",000000",",000000",",000000"
"2014","PB","Não-Metálicos","Rochas (Britadas) e Cascalho","1001848,540000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2014","PB","Não-Metálicos","Feldspato, Leucita e Nefelina-Sienito","21844,360000",",000000000000000","-","","20547,589999999997","2834869,9000000004",",000000",",000000",",000000",",000000"
"2014","PB","Não-Metálicos","Calcário","2947756,330000",",000000000000000","-","","56100,130000000005","1083843,1299999999",",000000",",000000","14085,000000","636210,000000"
"2014","PB","Não-Metálicos","Areia","1117649,130000",",000000000000000","-","","1117536,24","10548129,99",",000000",",000000",",000000",",000000"
"2014","PB","Metálicos","Tungstênio",",000000",",000000000000000","t","WO3","0","0",",000000",",000000",",000000",",000000"
"2014","PB","Não-Metálicos","Saibro","19728,770000",",000000000000000","-","","19728,77","268708,17999999999",",000000",",000000",",000000",",000000"
"2014","PE","Não-Metálicos","Rochas (Britadas) e Cascalho","9097268,660000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2014","PE","Não-Metálicos","Vermiculita e Perlita","1978,000000","744,320000000000000","t","","0","0",",000000",",000000",",000000",",000000"
"2014","PE","Metálicos","Ouro",",000000",",000000000000000","kg","Au","0","0",",000000",",000000",",000000",",000000"
"2014","PE","Não-Metálicos","Rochas Ornamentais","15272,840000",",000000000000000","-","","7955,8999999999996","5068175,5899999999",",000000",",000000",",000000",",000000"
"2014","PE","Não-Metálicos","Saibro","56142,000000",",000000000000000","-","","56142","135896,09999999998",",000000",",000000",",000000",",000000"
"2014","PE","Não-Metálicos","Fosfato",",000000",",000000000000000","t","P2O5","0","0",",000000",",000000",",000000",",000000"
"2014","PE","Não-Metálicos","Dolomito e Magnesita","425,840000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2014","PE","Não-Metálicos","Feldspato, Leucita e Nefelina-Sienito",",000000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2014","PE","Não-Metálicos","Argilas","1224304,940000",",000000000000000","-","","722152,27000000002","6645246,3200000003","14953,230000","59621,290000","74437,000000","319334,750000"
"2014","PE","Metálicos","Titânio","2000,000000","280,000000000000000","t","TiO2","2000","30000",",000000",",000000",",000000",",000000"
"2014","PE","Não-Metálicos","Areia","1063195,490000",",000000000000000","-","","1060621,49","7811960,0800000001",",000000",",000000","2474,000000","29688,000000"
"2014","PE","Não-Metálicos","Calcário","408249,670000",",000000000000000","-","","315138,44","9332541,9700000007","540,000000","20520,000000","33944,680000","261408,020000"
"2014","PE","Não-Metálicos","Caulim",",000000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2014","PE","Não-Metálicos","Areias Industriais","186882,440000",",000000000000000","-","","9525,7299999999996","59439,540000000001",",000000",",000000",",000000",",000000"
"2014","PE","Não-Metálicos","Gipsita","2943539,070000",",000000000000000","-","","2025604,9900000002","40465232,890000001",",000000",",000000","14189,970000","714463,070000"
"2014","PI","Gemas e Diamantes","Diamante",",000000",",000000000000000","ct","","0","0",",000000",",000000",",000000",",000000"
"2014","PI","Não-Metálicos","Gipsita",",000000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2014","PI","Não-Metálicos","Rochas (Britadas) e Cascalho","1168893,340000",",000000000000000","-","","137849,88999999998","4833683,129999999","27865,000000","727386,480000","34607,500000","967937,500000"
"2014","PI","Não-Metálicos","Areia","577279,230000",",000000000000000","-","","400190,59000000008","4289000,3800000008",",000000",",000000","16812,310000","71539,910000"
"2014","PI","Não-Metálicos","Argilas","514989,670000",",000000000000000","-","","271511,46999999997","4602134,1500000004","76816,000000","897612,160000","152682,870000","2160834,750000"
"2014","PI","Não-Metálicos","Rochas Ornamentais","17186,800000",",000000000000000","-","","5427,1800000000003","565032,93999999994",",000000",",000000","11515,930000","524335,050000"
"2014","PI","Não-Metálicos","Calcário","1259494,090000",",000000000000000","-","","774024","9675300,0099999998","44457,100000","1820690,700000",",000000",",000000"
"2014","PI","Não-Metálicos","Rochas Ornamentais - Outras","158,000000",",000000000000000","-","","158","4424",",000000",",000000",",000000",",000000"
"2014","PI","Não-Metálicos","Dolomito e Magnesita","12619,000000",",000000000000000","-","","0","0","12619,000000","541521,000000",",000000",",000000"
"2014","PI","Não-Metálicos","Saibro","107563,000000",",000000000000000","-","","102373","1119702,01",",000000",",000000",",000000",",000000"
"2014","PI","Gemas e Diamantes","Gemas",",000000",",400000000000000","kg","","370","37000",",000000",",000000",",000000",",000000"
"2014","PR","Metálicos","Ouro","69290,000000","393,864560000000000","kg","Au","0","0",",000000",",000000",",000000",",000000"
"2014","PR","Não-Metálicos","Saibro","1952559,840000",",000000000000000","-","","1949685,3399999999","26026570,68",",000000",",000000","2574,000000","9570,000000"
"2014","PR","Não-Metálicos","Argilas","1803400,350000",",000000000000000","-","","558807,79999999993","7795304,2199999997","59498,700000","185411,410000","570877,070000","4950330,220000"
"2014","PR","Metálicos","Prata","68490,000000","63,667650000000000","kg","Ag","0","0",",000000",",000000",",000000",",000000"
"2014","PR","Metálicos","Zinco",",000000",",000000000000000","t","Zn","0","0",",000000",",000000",",000000",",000000"
"2014","PR","Não-Metálicos","Dolomito e Magnesita","3398399,270000",",000000000000000","-","","1584422,0449999999","5976427,7600000007","1231764,420000","3973808,660000","78724,700000","732633,060000"
"2014","PR","Energéticos","Carvão Mineral","267996,200000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2014","PR","Não-Metálicos","Bário",",000000",",000000000000000","t","BaSO4","0","0",",000000",",000000",",000000",",000000"
"2014","PR","Não-Metálicos","Calcário","14020951,995000",",000000000000000","-","","1668666,25","30926075,07",",000000",",000000","434643,000000","6898310,060000"
"2014","PR","Não-Metálicos","Rochas Ornamentais - Outras","17974,850000",",000000000000000","-","","16440,799999999999","147589,70500000002",",000000",",000000","600,000000","210000,000000"
"2014","PR","Não-Metálicos","Talco e outras Cargas Minerais","395573,090000",",000000000000000","-","","223475,63999999998","10847798,109999999",",000000",",000000","11889,690000","228054,030000"
"2014","PR","Não-Metálicos","Fluorita e Criolita","55167,220000","24770,080000000000000","t","","0","0",",000000",",000000",",000000",",000000"
"2014","PR","Gemas e Diamantes","Gemas","14188,000000","1000000,000000000000000","kg","","0","0",",000000",",000000","14188,000000","274704,800000"
"2014","PR","Não-Metálicos","Caulim","97767,380000",",000000000000000","-","","77985,679999999993","4725484,5300000003",",000000",",000000","21915,800000","405442,340000"
"2014","PR","Não-Metálicos","Rochas (Britadas) e Cascalho","17123046,785000",",000000000000000","-","","651961,85499999998","5423896,0649999995","176241,610000","3457381,250000","4181,000000","31371,000000"
"2014","PR","Gemas e Diamantes","Diamante",",000000",",000000000000000","ct","","0","0",",000000",",000000",",000000",",000000"
"2014","PR","Não-Metálicos","Rochas Ornamentais","12023,110000",",000000000000000","-","","5371","637454,92999999993",",000000",",000000","1808,850000","437619,290000"
"2014","PR","Não-Metálicos","Feldspato, Leucita e Nefelina-Sienito","201423,710000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2014","PR","Não-Metálicos","Areias Industriais","84831,900000",",000000000000000","-","","12678,360000000001","756189,27999999991",",000000",",000000","2602,000000","17506,000000"
"2014","PR","Metálicos","Chumbo",",000000",",000000000000000","t","Pb","0","0",",000000",",000000",",000000",",000000"
"2014","PR","Não-Metálicos","Areia","9696822,220000",",000000000000000","-","","7163615,2200000007","134511298,93000001",",000000",",000000","12726,450000","383748,750000"
"2014","RJ","Metálicos","Zircônio",",000000",",000000000000000","t","ZrSiO4","0","0",",000000",",000000",",000000",",000000"
"2014","RJ","Não-Metálicos","Areia","9532091,540000",",000000000000000","-","","9298490,8800000008","121367485,32000002","10345,610000","206912,200000","2592,000000","25920,000000"
"2014","RJ","Não-Metálicos","Argilas","2130820,270000",",000000000000000","-","","128809,62","482577,78000000003","1412612,500000","3841670,780000","567136,150000","2521314,560000"
"2014","RJ","Metálicos","Monazita e Terras-Raras",",000000",",000000000000000","t","ETR","0","0",",000000",",000000",",000000",",000000"
"2014","RJ","Não-Metálicos","Rochas Ornamentais","9312,250000",",000000000000000","-","","9312,25","534562,40000000002",",000000",",000000",",000000",",000000"
"2014","RJ","Metálicos","Alumínio (Bauxita)",",000000",",000000000000000","t","Al2O3","0","0",",000000",",000000",",000000",",000000"
"2014","RJ","Não-Metálicos","Areias Industriais","90653,900000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2014","RJ","Não-Metálicos","Calcário","2961071,730000",",000000000000000","-","","0","0",",000000",",000000","1110219,690000","14748125,580000"
"2014","RJ","Não-Metálicos","Rochas (Britadas) e Cascalho","27969230,970000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2014","RJ","Não-Metálicos","Dolomito e Magnesita",",000000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2014","RJ","Não-Metálicos","Fluorita e Criolita","4785,000000","4785,000000000000000","t","","0","0",",000000",",000000",",000000",",000000"
"2014","RJ","Não-Metálicos","Saibro","4373617,940000",",000000000000000","-","","4397791,6399999997","12354113,370000001",",000000",",000000","17113,000000","120,000000"
"2014","RJ","Não-Metálicos","Caulim",",000000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2014","RJ","Não-Metálicos","Rochas Ornamentais - Outras","20954,060000",",000000000000000","-","","22085,849999999999","2251903,1600000001",",000000",",000000",",000000",",000000"
"2014","RJ","Metálicos","Titânio",",000000",",000000000000000","t","TiO2","0","0",",000000",",000000",",000000",",000000"
"2014","RN","Não-Metálicos","Saibro","76627,000000",",000000000000000","-","","2000","12000",",000000",",000000","74627,000000","141791,000000"
"2014","RN","Metálicos","Ferro","56132,300000","32715,940000000000000","t","Fe","97390,089999999997","8539519,4700000007",",000000",",000000",",000000",",000000"
"2014","RN","Metálicos","Ouro","22644,560000","140,486960000000000","kg","Au","0","0",",000000",",000000",",000000",",000000"
"2014","RN","Não-Metálicos","Argilas","365440,010000",",000000000000000","-","","254992","1535239,03","6604,000000","43224,000000","85759,500000","1052266,810000"
"2014","RN","Não-Metálicos","Rochas (Britadas) e Cascalho","1184718,440000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2014","RN","Gemas e Diamantes","Gemas",",000000",",000000000000000","kg","","0","0",",000000",",000000",",000000",",000000"
"2014","RN","Não-Metálicos","Diatomita","310,000000",",000000000000000","-","","307","47265",",000000",",000000",",000000",",000000"
"2014","RN","Metálicos","Columbita-Tantalita",",000000",",000000000000000","t","Ta2O5","0","0",",000000",",000000",",000000",",000000"
"2014","RN","Não-Metálicos","Calcário","2093416,970000",",000000000000000","-","","433452,30000000005","11784905,870000001",",000000",",000000","1562396,000000","13601288,250000"
"2014","RN","Não-Metálicos","Gipsita","5306,890000",",000000000000000","-","","5306,8900000000003","171412,54999999999",",000000",",000000",",000000",",000000"
"2014","RN","Não-Metálicos","Minerais Industriais (Outros)","1,500000",",001000000000000","t","","1,5","2237388,8399999999",",000000",",000000",",000000",",000000"
"2014","RN","Não-Metálicos","Areia","106450,590000",",000000000000000","-","","106450,59","621346,08999999997",",000000",",000000",",000000",",000000"
"2014","RN","Não-Metálicos","Talco e outras Cargas Minerais","18268,000000",",000000000000000","-","","18268","356225",",000000",",000000",",000000",",000000"
"2014","RN","Não-Metálicos","Rochas Ornamentais","64015,780000",",000000000000000","-","","38966,020000000004","18331960,979999997",",000000",",000000","13887,820000","2036932,380000"
"2014","RN","Não-Metálicos","Rochas Ornamentais - Outras",",010000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2014","RN","Não-Metálicos","Caulim","34500,010000",",000000000000000","-","","34500","517500",",000000",",000000",",000000",",000000"
"2014","RN","Não-Metálicos","Areias Industriais","223,400000",",000000000000000","-","","25,27","27707,830000000002",",000000",",000000",",000000",",000000"
"2014","RN","Não-Metálicos","Feldspato, Leucita e Nefelina-Sienito","15589,020000",",000000000000000","-","","1765","158850",",000000",",000000",",000000",",000000"
"2014","RN","Metálicos","Tungstênio","81391,610000","627,290000000000000","t","WO3","0","0",",000000",",000000",",000000",",000000"
"2014","RO","Metálicos","Columbita-Tantalita","623363,320000","8,770150000000000","t","Ta2O5","0","0",",000000",",000000",",000000",",000000"
"2014","RO","Gemas e Diamantes","Gemas","112469,000000","1558,100000000000000","kg","","0","0",",000000",",000000",",000000",",000000"
"2014","RO","Metálicos","Ouro","6766,000000","5,646200000000000","kg","Au","0","0",",000000",",000000",",000000",",000000"
"2014","RO","Não-Metálicos","Saibro","6840,500000",",000000000000000","-","","6840,5","69919,990000000005",",000000",",000000",",000000",",000000"
"2014","RO","Metálicos","Estanho","10779119,560000","6837346,880000000000000","kg","Sn","0","0",",000000",",000000",",000000",",000000"
"2014","RO","Metálicos","Manganês","35713,000000","6620,000000000000000","t","Mn","0","0",",000000",",000000",",000000",",000000"
"2014","RO","Não-Metálicos","Rochas Ornamentais","3767,860000",",000000000000000","-","","3767,8600000000001","1695537",",000000",",000000",",000000",",000000"
"2014","RO","Não-Metálicos","Argilas","438622,020000",",000000000000000","-","","103398,68000000001","1190198,5800000001",",000000",",000000","334624,590000","4682360,710000"
"2014","RO","Metálicos","Columbita-Tantalita","817840,590000","169,738100000000000","t","Nb2O5","0","0",",000000",",000000",",000000",",000000"
"2014","RO","Não-Metálicos","Rochas (Britadas) e Cascalho","1754574,600000",",000000000000000","-","","225608,62999999998","2459114,9799999995",",000000",",000000",",000000",",000000"
"2014","RO","Não-Metálicos","Areia","458558,480000",",000000000000000","-","","437887,00999999995","10650284,049999999",",000000",",000000",",000000",",000000"
"2014","RO","Não-Metálicos","Calcário","88392,840000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2014","RR","Não-Metálicos","Rochas Ornamentais",",000000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2014","RR","Não-Metálicos","Areia","148023,670000",",000000000000000","-","","146375,66999999998","1647720,46","1630,000000","11400,000000",",000000",",000000"
"2014","RR","Não-Metálicos","Rochas (Britadas) e Cascalho","205288,320000",",000000000000000","-","","12869","578145,60000000009",",000000",",000000","4700,000000","46800,000000"
"2014","RR","Não-Metálicos","Argilas","142202,480000",",000000000000000","-","","142202,48000000001","1172082,9299999999",",000000",",000000",",000000",",000000"
"2014","RS","Não-Metálicos","Geodos, Ágatas, Calcedônia, etc","16708,730000","16708,730000000000000","t","","17131,620000000035","71618627,729999989",",000000",",000000",",000000",",000000"
"2014","RS","Não-Metálicos","Rochas Ornamentais - Outras","532297,770000",",000000000000000","-","","445070,42999999999","24713088,680000003",",000000",",000000","59084,690000","324419,700000"
"2014","RS","Não-Metálicos","Areia","12063017,910000",",000000000000000","-","","11545871,539999999","135450442,97","325410,540000","4816074,290000","2028,000000","18252,000000"
"2014","RS","Não-Metálicos","Rochas Ornamentais","12054,420000",",000000000000000","-","","11691,42","5769765,3700000001",",000000",",000000",",000000",",000000"
"2014","RS","Não-Metálicos","Rochas (Britadas) e Cascalho","21351594,920000",",000000000000000","-","","118776,73","1143881,5","4468,000000","58158,000000","152376,570000","586373,290000"
"2014","RS","Não-Metálicos","Areias Industriais","55789,790000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2014","RS","Não-Metálicos","Calcário","5107826,590000",",000000000000000","-","","857486,73999999999","8579767,4000000004",",000000",",000000",",000000",",000000"
"2014","RS","Não-Metálicos","Argilas","2822775,430000",",000000000000000","-","","650189,83000000007","3311196,9500000002","91949,320000","245831,020000","2042502,190000","6699067,320000"
"2014","RS","Não-Metálicos","Caulim","240123,230000",",000000000000000","-","","180143,01000000001","5750660,7999999998",",000000",",000000","35755,130000","478945,690000"
"2014","RS","Energéticos","Carvão Mineral","5651261,240000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2014","RS","Não-Metálicos","Saibro","4176261,640000",",000000000000000","-","","2787763,9300000002","24407245,579999998","4172,000000","41831,000000","1375575,710000","3449722,210000"
"2014","SC","Metálicos","Alumínio (Bauxita)","8948,160000","4026,670000000000000","t","Al2O3","8948,1599999999999","178963,20000000001",",000000",",000000",",000000",",000000"
"2014","SC","Energéticos","Carvão Mineral","8281937,440000",",000000000000000","-","","13648,02","1434968,22",",000000",",000000",",000000",",000000"
"2014","SC","Não-Metálicos","Rochas Ornamentais - Outras","43816,940000",",000000000000000","-","","43358,540000000001","1636504,2200000002",",000000",",000000",",000000",",000000"
"2014","SC","Não-Metálicos","Rochas (Britadas) e Cascalho","19410634,630000",",000000000000000","-","","933235,27999999991","11172358,389999999","19652,150000","111171,280000","795369,300000","10052885,220000"
"2014","SC","Não-Metálicos","Areia","6009809,470000",",000000000000000","-","","5779425,7699999996","94318383,129999995","22436,000000","185645,000000","45183,630000","642500,840000"
"2014","SC","Não-Metálicos","Rochas Ornamentais","334001,790000",",000000000000000","-","","333781,86000000004","6011523,3700000001","60,900000","4815,000000",",000000",",000000"
"2014","SC","Não-Metálicos","Saibro","3084728,970000",",000000000000000","-","","2053246,9199999999","12730626,24","305087,140000","1502327,070000","324710,180000","1365152,460000"
"2014","SC","Não-Metálicos","Argilas","3846873,170000",",000000000000000","-","","2797389,1999999997","22480907,830000002","95094,110000","398513,320000","793776,800000","8015415,600000"
"2014","SC","Não-Metálicos","Areias Industriais","1277220,290000",",000000000000000","-","","26678,09","966336,70000000007",",000000",",000000","2557,030000","29125,600000"
"2014","SC","Não-Metálicos","Feldspato, Leucita e Nefelina-Sienito","169853,720000",",000000000000000","-","","4569,1899999999996","51209,93",",000000",",000000",",000000",",000000"
"2014","SC","Não-Metálicos","Calcário","2989159,910000",",000000000000000","-","","14345","46401,580000000002",",000000",",000000","22093,320000","1484212,860000"
"2014","SC","Não-Metálicos","Caulim","308982,520000",",000000000000000","-","","250241,94","14476176,220000001",",000000",",000000","56670,490000","1055871,590000"
"2014","SC","Energéticos","Turfa","75889,580000",",000000000000000","-","","4556,2700000000004","288460,32999999996",",000000",",000000",",000000",",000000"
"2014","SE","Não-Metálicos","Argilas","1686014,190000",",000000000000000","-","","999307,67000000004","813361,6100000001",",000000",",000000","520303,530000","6271822,450000"
"2014","SE","Não-Metálicos","Potássio","2392804,340000","492482,690000000000000","t","K2O","0","0",",000000",",000000",",000000",",000000"
"2014","SE","Não-Metálicos","Rochas Ornamentais - Outras","19803,610000",",000000000000000","-","","0","0",",000000",",000000","19803,610000","23490,000000"
"2014","SE","Não-Metálicos","Areia","403586,480000",",000000000000000","-","","403285,97999999992","3747592,4300000002",",000000",",000000",",000000",",000000"
"2014","SE","Não-Metálicos","Dolomito e Magnesita",",000000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2014","SE","Não-Metálicos","Calcário","5173870,710000",",000000000000000","-","","7447,1300000000001","545350,32999999996",",000000",",000000",",000000",",000000"
"2014","SE","Não-Metálicos","Rochas (Britadas) e Cascalho","760565,780000",",000000000000000","-","","159163,31","761378,48999999999",",000000",",000000","7000,000000","42000,000000"
"2014","SE","Não-Metálicos","Talco e outras Cargas Minerais","13719,000000",",000000000000000","-","","0","0",",000000",",000000","16191,350000","376842,460000"
"2014","SE","Não-Metálicos","Saibro","4928,740000",",000000000000000","-","","4928,7399999999998","10781,610000000001",",000000",",000000",",000000",",000000"
"2014","SP","Não-Metálicos","Argilas","15343704,860000",",000000000000000","-","","10228551,299999999","103776477,98999999","299945,760000","3916758,600000","3358922,670000","17346764,850000"
"2014","SP","Metálicos","Ferro","5191952,710000","387443,270000000000000","t","Fe","0","0",",000000",",000000",",000000",",000000"
"2014","SP","Metálicos","Alumínio (Bauxita)","704789,900000","335535,270000000000000","t","Al2O3","0","0",",000000",",000000","37,790000","991,880000"
"2014","SP","Metálicos","Zircônio",",000000",",000000000000000","t","ZrSiO4","0","0",",000000",",000000",",000000",",000000"
"2014","SP","Não-Metálicos","Feldspato, Leucita e Nefelina-Sienito","1493,170000",",000000000000000","-","","0","0",",000000",",000000",",010000",",010000"
"2014","SP","Não-Metálicos","Fosfato","5512050,600000","342230,120000000000000","t","P2O5","0","0",",000000",",000000",",000000",",000000"
"2014","SP","Não-Metálicos","Calcário","11412577,345000",",000000000000000","-","","525920,62","2162497,2999999998","400,000000","400,000000","2627127,110000","46765972,840000"
"2014","SP","Não-Metálicos","Rochas Ornamentais - Outras","3500,650000",",000000000000000","-","","3500,6499999999996","204443,28",",000000",",000000",",000000",",000000"
"2014","SP","Não-Metálicos","Rochas (Britadas) e Cascalho","86341454,595000",",000000000000000","-","","392581,96000000002","5707151,8300000001",",000000",",000000","20530,000000","671133,180000"
"2014","SP","Energéticos","Turfa","87158,580000",",000000000000000","-","","33685,410000000003","3346425,5000000005",",000000",",000000","7100,270000","82773,460000"
"2014","SP","Não-Metálicos","Areia","33752645,040000",",000000000000000","-","","21638230,07","387740721,87","1513,510000","15194,160000","83131,410000","596670,710000"
"2014","SP","Não-Metálicos","Minerais Industriais (Outros)",",000000",",000000000000000","t","","0","0",",000000",",000000",",000000",",000000"
"2014","SP","Não-Metálicos","Areias Industriais","5130875,360000",",000000000000000","-","","31050","822799,95999999996",",000000",",000000",",000000",",000000"
"2014","SP","Não-Metálicos","Saibro","353127,680000",",000000000000000","-","","329711,27999999997","3396333,4799999995","1130,000000","1130,000000",",000000",",000000"
"2014","SP","Não-Metálicos","Caulim","118810,010000",",000000000000000","-","","10611,84","187000,5",",000000",",000000",",000000",",000000"
"2014","SP","Não-Metálicos","Talco e outras Cargas Minerais","1040724,510000",",000000000000000","-","","91195,770000000019","4242955,5899999999",",000000",",000000","9470,190000","305243,290000"
"2014","SP","Não-Metálicos","Dolomito e Magnesita","381545,420000",",000000000000000","-","","1345","53800",",000000",",000000",",000000",",000000"
"2014","SP","Não-Metálicos","Calcário","5191952,710000","3535419,890000000000000","t","","0","0",",000000",",000000",",000000",",000000"
"2014","SP","Não-Metálicos","Rochas Ornamentais","37071,340000",",000000000000000","-","","37013,489999999998","5139427,3799999999",",000000",",000000",",000000",",000000"
"2014","TO","Metálicos","Ouro","65411,240000","36,491610000000000","kg","Au","0","0",",000000",",000000",",000000",",000000"
"2014","TO","Não-Metálicos","Quartzo (Cristal) e outros Piezelétricos","1,500000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2014","TO","Não-Metálicos","Minerais Industriais (Outros)","128,000000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2014","TO","Metálicos","Manganês",",000000",",000000000000000","t","Mn","0","0",",000000",",000000",",000000",",000000"
"2014","TO","Não-Metálicos","Areias Industriais",",000000",",000000000000000","-","","0","0",",000000",",000000",",000000",",000000"
"2014","TO","Não-Metálicos","Rochas (Britadas) e Cascalho","1239424,520000",",000000000000000","-","","139074,21000000002","1778684,6300000001",",000000",",000000",",000000",",000000"
"2014","TO","Não-Metálicos","Calcário","4456731,610000",",000000000000000","-","","2188,8200000000002","72459,660000000003",",000000",",000000",",000000",",000000"
"2014","TO","Não-Metálicos","Argilas","4533446,040000",",000000000000000","-","","5400","3500","28172,000000","269105,000000","4494463,300000","3126675,640000"
"2014","TO","Gemas e Diamantes","Gemas",",000000",",000000000000000","kg","","0","0",",000000",",000000",",000000",",000000"
"2014","TO","Não-Metálicos","Fosfato","526926,840000","38004,410000000000000","t","P2O5","0","0",",000000",",000000","552406,000000","17168778,480000"
"2014","TO","Não-Metálicos","Areia","241744,350000",",000000000000000","-","","195123,94999999998","4442739,1800000006",",000000",",000000","90,000000","900,000000"
"2014","TO","Metálicos","Zircônio","23741,600000","429,000000000000000","t","ZrSiO4","0","0",",000000",",000000",",000000",",000000"
"2014","TO","Não-Metálicos","Gipsita","38306,600000",",000000000000000","-","","38306,599999999999","574599",",000000",",000000",",000000",",000000"
"2015","AC","Não-Metálicos","Areia","106536,600000",",000000000000000","-","","111660,48","2605750,7999999998",",000000",",000000",",000000",",000000"
"2015","AC","Não-Metálicos","Argilas","575,000000",",000000000000000","-","","0","0",",000000",",000000","575,000000","47452,500000"
"2015","AL","Não-Metálicos","Amianto",",000000",",000000000000000","t","","0","0",",000000",",000000",",000000",",000000"
"2015","AL","Não-Metálicos","Sal","857313,000000",",000000000000000","-","","0","0",",000000",",000000","857313,000000","7287160,500000"
"2015","AL","Não-Metálicos","Calcário","672151,920000",",000000000000000","-","","7000","210000",",000000",",000000",",000000",",000000"
"2015","AL","Não-Metálicos","Rochas Ornamentais","441,900000",",000000000000000","-","","441,89999999999998","17941,5",",000000",",000000",",000000",",000000"
"2015","AL","Não-Metálicos","Argilas","452283,000000",",000000000000000","-","","293710,47999999998","3855788,6899999999","4822,000000","15846,000000","154452,440000","713743,460000"
"2015","AL","Não-Metálicos","Areia","266492,120000",",000000000000000","-","","267386,17999999999","4059971,4700000002","9,150000","3200,000000",",000000",",000000"
"2015","AL","Não-Metálicos","Rochas (Britadas) e Cascalho","1362161,060000",",000000000000000","-","","36545,129999999997","1644531,3",",000000",",000000","320,000000","21620,000000"
"2015","AL","Não-Metálicos","Saibro","503377,770000",",000000000000000","-","","65370,599999999999","138738",",000000",",000000","437525,170000","519561,160000"
"2015","AM","Não-Metálicos","Rochas (Britadas) e Cascalho","407432,000000",",000000000000000","-","","0","0",",000000",",000000","260,000000","2780,000000"
"2015","AM","Metálicos","Columbita-Tantalita","10705408,800000","168,000000000000000","t","Ta2O5","0","0",",000000",",000000",",000000",",000000"
"2015","AM","Não-Metálicos","Calcário","243987,720000",",000000000000000","-","","243987,72","5943061,2999999998",",000000",",000000",",000000",",000000"
"2015","AM","Metálicos","Estanho","10705408,800000","12592570,000000000000000","kg","Sn","0","0",",000000",",000000",",000000",",000000"
"2015","AM","Metálicos","Ferro","14090,200000","9863,140000000000000","t","Fe","14090,200000000001","412842,87",",000000",",000000",",000000",",000000"
"2015","AM","Não-Metálicos","Gipsita","2235,400000",",000000000000000","-","","2235,4000000000001","206439,19",",000000",",000000",",000000",",000000"
"2015","AM","Metálicos","Columbita-Tantalita","10705408,800000","1681,450000000000000","t","Nb2O5","0","0",",000000",",000000",",000000",",000000"
"2015","AM","Não-Metálicos","Argilas","308456,460000",",000000000000000","-","","123619,39999999999","274583,59999999998","1820,000000","21840,000000","183017,060000","1160142,890000"
"2015","AM","Metálicos","Ouro",",000000",",000000000000000","kg","Au","0","0",",000000",",000000",",000000",",000000"
"2015","AM","Não-Metálicos","Areia","8980,000000",",000000000000000","-","","230","13980","8750,000000","183750,000000",",000000",",000000"
"2015","AP","Metálicos","Estanho",",000000",",000000000000000","kg","Sn","0","0",",000000",",000000",",000000",",000000"
"2015","AP","Metálicos","Ferro","281435,000000","112644,000000000000000","t","Fe","0","0",",000000",",000000",",000000",",000000"
"2015","AP","Não-Metálicos","Argilas","39318,000000",",000000000000000","-","","5200","52000","9004,000000","90040,000000","20114,000000","120684,000000"
"2015","AP","Metálicos","Cromo","7000,000000","1563,100000000000000","t","Cr2O3","0","0",",000000",",000000",",000000",",000000"
"2015","AP","Metálicos","Ouro","4146016,570000","4076,170290000000000","kg","Au","0","0",",000000",",000000",",000000",",000000"
