"Ano base","UF","Classe Substância","Substância Mineral","Quantidade Produção","Unidade de Medida - Produção","Quantidade Contido","Unidade de Medida - Contido","Indicação Contido","Quantidade Venda","Unidade de Medida - Venda","Valor Venda (R$)","Quantidade Consumo/Utilização na Usina","Unidade de Medida - Consumo/Utilização na Usina","Valor Consumo / Utilização na Usina (R$)","Quantidade Transferência para Transformação / Utilização / Consumo","Unidade de Medida - Transferência para Transformação / Utilização / Consumo","Valor Transferência para Transformação / Utilização / Consumo (R$)"
"2010","BA","Não-Metálicos","Vermiculita e Perlita","859,35000000000002","t","730,440000000000000","t","","859,35000000000002","t","51561,199999999997","0","t","0","0","t","0"
"2010","CE","Não-Metálicos","Areias Industriais","194258,51999999999","t",",000000000000000","-","","0","t","0","0","t","0","159225,56","t","2706918,5600000001"
"2010","CE","Não-Metálicos","Argilas","19977,889999999999","t",",000000000000000","-","","0","t","0","0","t","0","19977,889999999999","t","384991,40000000002"
"2010","CE","Não-Metálicos","Calcário","2032609,8700000001","t",",000000000000000","-","","58166,190000000002","t","4467903,4900000002","11009,4","t","154000","1963434,28","t","20597992,350000001"
"2010","CE","Não-Metálicos","Rochas (Britadas) e Cascalho","3558542,5","t",",000000000000000","-","","3252287,5","t","91004356,820000008","2175","t","36105","304080","t","1390065,3500000001"
"2010","DF","Não-Metálicos","Areia","0","t",",000000000000000","-","","0","t","0","0","t","0","0","t","0"
"2010","DF","Não-Metálicos","Argilas","33986,93","t",",000000000000000","-","","0","t","0","0","t","0","33986,93","t","535663,18000000005"
"2010","DF","Não-Metálicos","Calcário","3880454","t",",000000000000000","-","","3880454","t","25006120,280000001","0","t","0","0","t","0"
"2010","DF","Não-Metálicos","Rochas (Britadas) e Cascalho","3760652,7299999995","t",",000000000000000","-","","1697691,96","t","33219685,380000003","0","t","0","2040084,5600000001","t","33217679,239999998"
"2010","ES","Não-Metálicos","Calcário","353052,16999999998","t",",000000000000000","-","","353549,96999999997","t","21307503,109999999","0","t","0","0","t","0"
"2010","ES","Não-Metálicos","Rochas (Britadas) e Cascalho","5066573,7599999998","t",",000000000000000","-","","5258457,1399999997","t","89452632,090000004","0","t","0","0","t","0"
"2010","ES","Não-Metálicos","Rochas Ornamentais","124630,29999999999","t",",000000000000000","-","","122201,59999999999","t","77800220,61999999","0","t","0","1850,74","t","1615032,27"
"2010","GO","Gemas e Diamantes","Diamante","82,799999999999997","ct","82,800000000000000","ct","","15,98","ct","5549,8000000000002","0","ct","0","0","ct","0"
"2010","GO","Metálicos","Cobalto","3203447,4399999999","t","2881,520000000000000","t","Co","0","t","0","0","t","0","3203447,4399999999","t","0,12"
"2010","GO","Metálicos","Cobre","271475,39000000001","t","69662,360000000000000","t","Cu","272014,48000000004","t","1241022095,7","0","t","0","0","t","0,12"
"2010","GO","Metálicos","Manganês","12065,200000000001","t","5638,360000000000000","t","Mn","12065,200000000001","t","6661975,9799999995","0","t","0","0","t","0"
"2010","GO","Metálicos","Nióbio","17941,231350000002","t","8547,567880000000000","t","Nb2O5","214,19148000000001","t","788789,06000000006","0","t","0","12488,12587","t","268935037,51999998"
"2010","GO","Metálicos","Níquel","95855,669999999998","t","21501,330000000000000","t"," Ni","64446,790000000001","t","437048115,24000001","0","t","0","32034,470000000001","t","120050927"
"2010","GO","Metálicos","Ouro","4794,6700000000001","kg","3252,672170000000000","kg","Au","4942,1840300000003","kg","341944169,25999999","0","kg","0","0","kg","0"
"2010","GO","Metálicos","Prata","60","kg","60,000000000000000","kg","Ag","60","kg","140000","0","kg","0","0","kg","0"
"2010","GO","Metálicos","Titânio","36829,889999999999","t","7000,000000000000000","t","TiO2","30970,790000000001","t","6279262,8899999997","0","t","0","0","t","0"
"2010","GO","Não-Metálicos","Amianto","302257","t","302257,000000000000000","t","","306350,20000000001","t","413847085,19","0","t","0","0","t","0"
"2010","GO","Não-Metálicos","Areia","408910,79999999999","t",",000000000000000","-","","408632,96000000002","t","6724360,6200000001","0","t","0","0","t","0"
"2010","GO","Não-Metálicos","Areias Industriais","15750","t",",000000000000000","-","","15750","t","147400","0","t","0","0","t","0"
"2010","GO","Não-Metálicos","Argilas","3235","t",",000000000000000","-","","218","t","2926,3000000000002","0","t","0","1000","t","444145"
"2010","GO","Não-Metálicos","Bário","23390","t","13174,000000000000000","t","BaSO4","23261,799999999999","t","2578934,1000000001","0","t","0","0","t","0"
"2010","GO","Não-Metálicos","Calcário","4886420,9300000006","t",",000000000000000","-","","3701998,1000000001","t","106311293,25","0","t","0","1442671,49","t","8076324,8799999999"
"2010","GO","Não-Metálicos","Dolomito e Magnesita","439700,59999999998","t",",000000000000000","-","","434853,69999999995","t","11807603,800000001","0","t","0","0","t","0"
"2010","GO","Não-Metálicos","Fosfato","2643426,8800000004","t","949307,230000000000000","t","P2O5","281172,83000000002","t","107866356,51000001","45414","t","4241803,3399999999","1851023,1299999999","t","197375241,61000001"
"2010","GO","Não-Metálicos","Rochas (Britadas) e Cascalho","5970704,8800000008","t",",000000000000000","-","","5354502,3499999996","t","137344071,92000002","1941","t","17469","276769,43000000005","t","4296752,4900000002"
"2010","GO","Não-Metálicos","Rochas Ornamentais","6980","t",",000000000000000","-","","6980","t","35196","0","t","0","0","t","0"
"2010","GO","Não-Metálicos","Vermiculita e Perlita","44413","t","25000,000000000000000","t","","36495,639999999999","t","3347473,04","0","t","0","5183,6499999999996","t","434969,20000000001"
"2010","MA","Metálicos","Ouro","506,72579999999999","kg","471,254990000000000","kg","Au","432,95690000000002","kg","31961892,280000001","0","kg","0","0","kg","0"
"2010","MA","Não-Metálicos","Areia","3361","t",",000000000000000","-","","3361","t","16355","0","t","0","0","t","0"
"2010","MA","Não-Metálicos","Argilas","153809,10000000001","t",",000000000000000","-","","35546,869999999995","t","3347112,5600000001","118177,28000000001","t","875876,01000000001","0","t","0"
"2010","MA","Não-Metálicos","Calcário","273029","t",",000000000000000","-","","273029","t","6970223,5499999998","0","t","0","0","t","0"
"2010","MA","Não-Metálicos","Rochas (Britadas) e Cascalho","1640172,99","t",",000000000000000","-","","1647501,4000000001","t","44190175,549999997","0","t","0","0","t","0"
"2010","MG","Gemas e Diamantes","Diamante","10659,109999999999","ct","10659,110000000000000","ct","","7620,4700000000003","ct","3653583,7199999997","0","ct","0","0","ct","0"
"2010","MG","Gemas e Diamantes","Gemas","486,99372000000005","kg","486,993720000000000","kg","","361,46735999999999","kg","8760285,4600000009","19,040749999999999","kg","118049,7","0","kg","0"
"2010","MG","Metálicos","Alumínio (Bauxita)","2968433,5800000001","t","1286851,460000000000000","t","Al2O3","6295,6599999999999","t","2022147,8500000001","0","t","0","2964851,3399999999","t","134315799,75"
"2010","MG","Metálicos","Chumbo","19650,360000000001","t","12832,380000000000000","t","Pb","19739,98","t","27013105,600000001","0","t","0","0","t","0"
"2010","MG","Metálicos","Columbita-Tantalita","773,85000000000002","t","150,000000000000000","t","Ta2O5","747,70000000000005","t","15970972,789999999","0","t","0","0","t","0"
"2010","MG","Metálicos","Estanho","451039","kg","316957,000000000000000","kg","Sn","417759","kg","4447408,0199999996","0","kg","0","0","kg","0"
"2010","MG","Metálicos","Ferro","262341144,83000001","t","165409770,330000000000000","t","Fe","181276735,17000002","t","26535255660,030003","4846896","t","127418118,17999999","72347311,389999986","t","4143302072,3400002"
"2010","MG","Metálicos","Lítio","7262","t","363,100000000000000","t","Li2O","49,130000000000003","t","43717","0","t","0","6630,1999999999998","t","5263443,6500000004"
"2010","MG","Metálicos","Manganês","694985,55999999994","t","136868,800000000000000","t","Mn","593494,78000000003","t","55908647,510000005","2450","t","192500","141404,07000000001","t","14489526,579999998"
"2010","MG","Metálicos","Nióbio","139125","t","74974,000000000000000","t","Nb2O5","0","t","0","0","t","0","139125","t","133949200"
"2010","MG","Metálicos","Níquel","79479","t","13210,830000000000000","t"," Ni","29250,68","t","443950574,88999999","50367","t","9474091,2699999996","0","t","0"
"2010","MG","Metálicos","Ouro","30767,103999999999","kg","30767,102000000000000","kg","Au","30510,739000000001","kg","2109878624,0699999","0","kg","0","0","kg","0"
"2010","MG","Metálicos","Prata","6113,9619999999995","kg","6113,962000000000000","kg","Ag","6164,0290000000005","kg","7235487,2999999998","0","kg","0","0","kg","0"
"2010","MG","Metálicos","Zinco","495584,39000000001","t","211202,710000000000000","t","Zn","86958,380000000005","t","72340491,299999997","0","t","0","397419","t","52471230,469999999"
"2010","MG","Não-Metálicos","Areia","535507,77000000002","t",",000000000000000","-","","531586,41999999993","t","9117174,5800000001","0","t","0","0","t","0"
"2010","MG","Não-Metálicos","Areias Industriais","768505,17999999993","t",",000000000000000","-","","369826,20999999996","t","18595888,020000003","41358,07","t","144753,22","349238,08000000002","t","5546405,3800000008"
"2010","MG","Não-Metálicos","Argilas","1659124,5200000003","t",",000000000000000","-","","713312,43999999994","t","6744286,1000000006","253309,26000000001","t","620607,68999999994","689401,18000000005","t","19708066,740000002"
"2010","MG","Não-Metálicos","Calcário","40194897,350000001","t",",000000000000000","-","","20538014,080000002","t","371536775,86000007","3190416,0600000001","t","11203431,359999999","16692270,23","t","172869451,25999999"
"2010","MG","Não-Metálicos","Caulim","523","t",",000000000000000","-","","523","t","5225","0","t","0","0","t","0"
"2010","MG","Não-Metálicos","Cianita e outros minerais refratários","0","t",",000000000000000","-","","0","t","0","0","t","0","291","t","120485,83"
"2010","MG","Não-Metálicos","Enxofre","291351,45999999996","t","69739,830000000000000","t","S","298245,83999999997","t","70648002,879999995","0","t","0","0","t","0"
"2010","MG","Não-Metálicos","Feldspato, Leucita e Nefelina-Sienito","146122,16","t",",000000000000000","-","","136867,32000000001","t","16397493,530000001","0","t","0","0","t","0"
"2010","MG","Não-Metálicos","Fosfato","3482345,6899999999","t","1217440,980000000000000","t","P2O5","46607,389999999999","t","3246635,8700000001","895430,35000000009","t","151264718,99000001","3191027,52","t","355269341,95999998"
"2010","MG","Não-Metálicos","Grafita","72497,809999999998","t","58042,750000000000000","t","","71383,279999999999","t","114481531,08999999","0","t","0","0","t","0"
"2010","MG","Não-Metálicos","Rochas (Britadas) e Cascalho","14692555,975","t",",000000000000000","-","","13795397,429999998","t","341443374,6049999","86218","t","1033645","63113,689999999995","t","644635,12"
"2010","MG","Não-Metálicos","Rochas Ornamentais","5491,5699999999997","t",",000000000000000","-","","5353,1999999999998","t","2727617,6600000001","0","t","0","0","t","0"
"2010","MG","Não-Metálicos","Talco e outras Cargas Minerais","640106,07000000007","t",",000000000000000","-","","535721,91999999993","t","26248540,340000004","0","t","0","0","t","0"
"2010","MS","Gemas e Diamantes","Diamante","0","ct",",000000000000000","ct","","0","ct","0","0","ct","0","0","ct","0"
"2010","MS","Metálicos","Ferro","6575434","t","4175411,760000000000000","t","Fe","4715988,7999999998","t","629603935,44000006","0","t","0","0","t","0"
"2010","MS","Metálicos","Manganês","203784","t","89144,010000000000000","t","Mn","299089","t","111433681,97","0","t","0","0","t","0"
"2010","MS","Não-Metálicos","Areia","535770,8899999999","t",",000000000000000","-","","528478,53000000003","t","6522952,1800000006","0","t","0","0","t","0"
"2010","MS","Não-Metálicos","Argilas","440266,71999999997","t",",000000000000000","-","","61583,220000000001","t","2827495,5899999999","295158,28000000003","t","3035829,4100000001","78728,399999999994","t","12"
"2010","MS","Não-Metálicos","Calcário","2061871,2799999998","t",",000000000000000","-","","1000367,7699999999","t","20626708,620000001","0","t","0","1026356,9199999999","t","8422109,0899999999"
"2010","MS","Não-Metálicos","Dolomito e Magnesita","765862,88","t",",000000000000000","-","","779774,51000000001","t","20597400,030000001","0","t","0","0","t","0"
"2010","MS","Não-Metálicos","Rochas (Britadas) e Cascalho","4186043,8100000005","t",",000000000000000","-","","4103827,2200000002","t","69090449,189999998","0","t","0","219331,22","t","1756396,77"
"2010","MS","Não-Metálicos","Talco e outras Cargas Minerais","222070,67999999999","t",",000000000000000","-","","0","t","0","0","t","0","222070,67999999999","t","1423682,8999999999"
"2010","MT","Gemas e Diamantes","Diamante","8405,8299999999999","ct","8352,450000000000000","ct","","16843,34","ct","1446801,75","0","ct","0","0","ct","0"
"2010","MT","Metálicos","Estanho","208248","kg","145774,000000000000000","kg","Sn","208248","kg","3115467,7999999998","0","kg","0","0","kg","0"
"2010","MT","Metálicos","Ferro","36150,919999999998","t",",000000000000000","-","Fe","0","t","0","0","t","0","36150,919999999998","t","416050,02000000002"
"2010","MT","Metálicos","Ouro","4132,6155500000004","kg","3970,796990000000000","kg","Au","4137,4901","kg","284256534,69000006","9,5059700000000014","kg","701498","0","kg","0"
"2010","MT","Não-Metálicos","Areia","3211,0999999999999","t",",000000000000000","-","","3068,7399999999998","t","80446,729999999996","0","t","0","0","t","0"
"2010","MT","Não-Metálicos","Argilas","204648,60999999999","t",",000000000000000","-","","42063,990000000005","t","5041141,9900000002","0","t","0","92959,470000000001","t","1069842,8799999999"
"2010","MT","Não-Metálicos","Calcário","4745624,4299999997","t",",000000000000000","-","","3657161,7399999993","t","92994311,809999987","0","t","0","1121400,0600000001","t","11187069,880000001"
"2010","MT","Não-Metálicos","Dolomito e Magnesita","537035","t",",000000000000000","-","","531639,18999999994","t","10072404,85","0","t","0","0","t","0"
"2010","MT","Não-Metálicos","Rochas (Britadas) e Cascalho","2492806,2099999995","t",",000000000000000","-","","2489832,2999999998","t","58814619,349999987","0","t","0","9148,0799999999999","t","118925,03999999999"
"2010","PA","Gemas e Diamantes","Gemas","180952","kg","180952,000000000000000","kg","","180952","kg","181132,78","0","kg","0","0","kg","0"
"2010","PA","Metálicos","Alumínio (Bauxita)","27106990,02","t","13127711,210000000000000","t","Al2O3","27588772,649999999","t","1595263659,96","0","t","0","0","t","0"
"2010","PA","Metálicos","Cobre","394294","t","117221,000000000000000","t","Cu","422433,29999999999","t","1433448500,51","11177,65","t","24613831,899999999","0","t","0"
"2010","PA","Metálicos","Ferro","101769670,98","t","66677560,790000000000000","t","Fe","92569910,629999995","t","13923996643,460001","0","t","0","6037355","t","173155636,43000001"
"2010","PA","Metálicos","Manganês","2197525,7800000003","t","978068,220000000000000","t","Mn","2171084,4199999999","t","656767487,39999998","0","t","0","181055,73000000001","t","18465358,579999998"
"2010","PA","Metálicos","Ouro","1342,20442","kg","1342,078810000000000","kg","Au","1392,47838","kg","96420638,179999992","0","kg","0","0","kg","0"
"2010","PA","Metálicos","Tungstênio","172,75","t","112,280000000000000","t","WO3","159,5","t","3291688,8799999999","0","t","0","0","t","0"
"2010","PA","Não-Metálicos","Areia","0","t",",000000000000000","-","","0","t","26617,360000000001","0","t","0","0","t","0"
"2010","PA","Não-Metálicos","Areias Industriais","19864,259999999998","t",",000000000000000","-","","0","t","0","0","t","0","19864,259999999998","t","2468588,2999999998"
"2010","PA","Não-Metálicos","Argilas","11180","t",",000000000000000","-","","11180","t","1346119","0","t","0","0","t","0"
"2010","PA","Não-Metálicos","Calcário","80803,229999999996","t",",000000000000000","-","","80803,229999999996","t","3510776,6800000002","0","t","0","0","t","0"
"2010","PA","Não-Metálicos","Caulim","1620661","t",",000000000000000","-","","1595238,28","t","428003380,44","0","t","0","0","t","0"
"2010","PA","Não-Metálicos","Rochas (Britadas) e Cascalho","129211,89999999999","t",",000000000000000","-","","101293,89999999999","t","3235788,9499999997","0","t","0","27785","t","513715,85999999999"
"2010","PA","Não-Metálicos","Rochas Ornamentais","0","t",",000000000000000","-","","0","t","0","0","t","0","0","t","0"
"2010","PB","Metálicos","Titânio","82953,510000000009","t","45702,830000000000000","t","TiO2","83886,570000000007","t","20656362,850000001","0","t","0","0","t","0"
"2010","PB","Metálicos","Zircônio","21892,5","t","14183,130000000000000","t","ZrSiO4","21830,5","t","43026946,259999998","0","t","0","0","t","0"
"2010","PB","Não-Metálicos","Areias Industriais","1285","t",",000000000000000","-","","920","t","27600","0","t","0","0","t","0"
"2010","PB","Não-Metálicos","Argilas","434101,75","t",",000000000000000","-","","353375,26000000001","t","94165245,549999997","0","t","0","81275","t","367969"
"2010","PB","Não-Metálicos","Calcário","2914468,46","t",",000000000000000","-","","17755","t","3551660","87,460000000000008","t","2644,8000000000002","2896626","t","20222181"
"2010","PB","Não-Metálicos","Cianita e outros minerais refratários","2834,9400000000001","t",",000000000000000","-","","3119","t","1269465,1100000001","0","t","0","0","t","0"
"2010","PB","Não-Metálicos","Dolomito e Magnesita","4285,54","t",",000000000000000","-","","0","t","0","4285,54","t","129595,2","0","t","0"
"2010","PB","Não-Metálicos","Feldspato, Leucita e Nefelina-Sienito","1785","t",",000000000000000","-","","1785","t","189012,28","0","t","0","0","t","0"
"2010","PB","Não-Metálicos","Rochas (Britadas) e Cascalho","696879,58999999997","t",",000000000000000","-","","660881,97999999998","t","16330585,690000001","0","t","0","0","t","0"
"2010","PB","Não-Metálicos","Rochas Ornamentais","10796","t",",000000000000000","-","","8058","t","7669024,7700000005","2716","t","1362504","0","t","0"
"2010","PE","Metálicos","Titânio","0","t",",000000000000000","t","TiO2","0","t","0","0","t","0","0","t","0"
"2010","PE","Não-Metálicos","Areias Industriais","165180,38","t",",000000000000000","-","","18009","t","103362,64999999999","0","t","0","145112,38","t","1720588,7"
"2010","PE","Não-Metálicos","Argilas","507824,04999999999","t",",000000000000000","-","","1962","t","174344,88","99445,229999999996","t","1259217","406416,82000000001","t","1968705,4199999999"
"2010","PE","Não-Metálicos","Calcário","768729,93999999994","t",",000000000000000","-","","87144,179999999993","t","14235529,82","675663,88","t","13380958,210000001","0","t","0"
"2010","PE","Não-Metálicos","Dolomito e Magnesita","418,80000000000001","t",",000000000000000","-","","418,80000000000001","t","44341,970000000001","0","t","0","0","t","0"
"2010","PE","Não-Metálicos","Gipsita","886049,33999999997","t",",000000000000000","-","","598971,34000000008","t","17514218,850000001","0","t","0","266289,07999999996","t","16496448,960000001"
"2010","PE","Não-Metálicos","Rochas (Britadas) e Cascalho","5248316,1799999997","t",",000000000000000","-","","5240417,8100000005","t","109811767,33999999","0","t","0","0","t","0"
"2010","PE","Não-Metálicos","Rochas Ornamentais","0","t",",000000000000000","-","","358,11000000000001","t","213271,87","0","t","0","54,950000000000003","t","15480,379999999999"
"2010","PE","Não-Metálicos","Vermiculita e Perlita","4704","t","3669,330000000000000","t","","1735","t","1480420,5800000001","0","t","0","0","t","0"
"2010","PI","Gemas e Diamantes","Diamante","710,79999999999995","ct","710,800000000000000","ct","","281,13999999999999","ct","63174","0","ct","0","0","ct","0"
"2010","PI","Gemas e Diamantes","Gemas","7,8000000000000007","kg","7,800000000000000","kg","","7,8000000000000007","kg","155200","0","kg","0","0","kg","0"
"2010","PI","Não-Metálicos","Argilas","82022,010000000009","t",",000000000000000","-","","0","t","0","64772,010000000002","t","360441,56","17250","t","85750"
"2010","PI","Não-Metálicos","Calcário","1094242,0800000001","t",",000000000000000","-","","253840,47","t","12030271,189999999","5087","t","104408,60000000001","836290","t","1823112,2"
"2010","PI","Não-Metálicos","Rochas (Britadas) e Cascalho","583259,13","t",",000000000000000","-","","494191,16999999998","t","16216126,32","8523","t","113640","75995,009999999995","t","1665207,95"
"2010","PI","Não-Metálicos","Rochas Ornamentais","4954,5799999999999","t",",000000000000000","-","","3107,8299999999999","t","2255747,3799999999","552,63999999999999","t","69637,539999999994","0","t","0"
"2010","PR","Energéticos","Carvão Mineral","97545,070000000007","t",",000000000000000","-","","97532,970000000001","t","23611597,920000002","0","t","0","0","t","0"
"2010","PR","Gemas e Diamantes","Diamante","314,88","ct","314,880000000000000","ct","","0","ct","0","0","ct","0","0","ct","0"
"2010","PR","Metálicos","Ouro","439,72116999999997","kg","439,677200000000000","kg","Au","484,5","kg","33305887","0","kg","0","0","kg","0"
"2010","PR","Metálicos","Prata","65,329120000000003","kg","65,329120000000000","kg","Ag","0","kg","0","0","kg","0","0","kg","0"
"2010","PR","Não-Metálicos","Areia","1904862,9700000002","t",",000000000000000","-","","1904858,9700000002","t","21823857,899999999","0","t","0","0","t","0"
"2010","PR","Não-Metálicos","Areias Industriais","7199,4300000000003","t",",000000000000000","-","","5793,4300000000003","t","320206,60999999999","0","t","0","1406","t","28130"
"2010","PR","Não-Metálicos","Argilas","104540,61","t",",000000000000000","-","","105556,78999999999","t","1106828,3900000001","0","t","0","3645","t","485418,45000000001"
"2010","PR","Não-Metálicos","Calcário","11927744,040000001","t",",000000000000000","-","","3685747,4000000013","t","75615310,38000001","0","t","0","8319890,4699999997","t","60477336,120000005"
"2010","PR","Não-Metálicos","Caulim","2200","t",",000000000000000","-","","2110","t","63300","0","t","0","90","t","1800"
"2010","PR","Não-Metálicos","Dolomito e Magnesita","435993,80999999994","t",",000000000000000","-","","415031,47000000003","t","4093064,3600000003","0","t","0","21495","t","31800,119999999999"
"2010","PR","Não-Metálicos","Feldspato, Leucita e Nefelina-Sienito","88820","t",",000000000000000","-","","0","t","0","0","t","0","108238,05","t","2626006,0099999998"
"2010","PR","Não-Metálicos","Fluorita e Criolita","11196,43","t","9803,300000000000000","t","","11583,68","t","8837470,5299999993","0","t","0","0","t","0"
"2010","PR","Não-Metálicos","Rochas (Britadas) e Cascalho","9861787,3000000026","t",",000000000000000","-","","9294230,2200000025","t","165736219,48000002","303061,71999999997","t","3477633,2199999997","197651,20000000001","t","2547866,6000000001"
"2010","PR","Não-Metálicos","Rochas Ornamentais","3727,8299999999999","t",",000000000000000","-","","2410,6500000000001","t","422134,83999999997","0","t","0","1317,1799999999998","t","0"
"2010","PR","Não-Metálicos","Talco e outras Cargas Minerais","35559,200000000004","t",",000000000000000","-","","33008,18","t","4564709,0199999996","0","t","0","3584","t","176974"
"2010","RJ","Metálicos","Monazita e Terras-Raras","248","t","248,000000000000000","t","ETR","0","t","0","0","t","0","0","t","0"
"2010","RJ","Metálicos","Titânio","6129","t","3556,140000000000000","t","TiO2","9811","t","3350988,6699999999","0","t","0","0","t","0"
"2010","RJ","Metálicos","Zircônio","1343","t","859,520000000000000","t","ZrSiO4","1519","t","2961618,3399999999","0","t","0","0","t","0"
"2010","RJ","Não-Metálicos","Areia","170808,79000000001","t",",000000000000000","-","","170808,79000000001","t","1532714,3600000001","0","t","0","0","t","0"
"2010","RJ","Não-Metálicos","Areias Industriais","201251,22","t",",000000000000000","-","","202114,49000000002","t","10498453,07","0","t","0","0","t","0"
"2010","RJ","Não-Metálicos","Argilas","139956,5","t",",000000000000000","-","","0","t","0","0","t","0","139956,5","t","811865,93999999994"
"2010","RJ","Não-Metálicos","Calcário","4003198,02","t",",000000000000000","-","","14739,310000000001","t","2437889,1000000001","0","t","0","3991137,6400000001","t","34679622,640000001"
"2010","RJ","Não-Metálicos","Fluorita e Criolita","13250","t","10209,000000000000000","t","","13005,6","t","7872944,3799999999","0","t","0","0","t","0"
"2010","RJ","Não-Metálicos","Rochas (Britadas) e Cascalho","18310880,840000004","t",",000000000000000","-","","17220199,580000002","t","381399010,70000011","84020,400000000009","t","1389335,8599999999","764706,23999999999","t","4189080,3199999998"
"2010","RJ","Não-Metálicos","Rochas Ornamentais","9224,2899999999991","t",",000000000000000","-","","10750,77","t","12395449,93","0","t","0","0","t","0"
