"Ano base","UF","Classe Substância","Substância Mineral","Quantidade Produção","Unidade de Medida - Produção","Quantidade Contido","Unidade de Medida - Contido","Indicação Contido","Quantidade Venda","Unidade de Medida - Venda","Valor Venda (R$)","Quantidade Consumo/Utilização na Usina","Unidade de Medida - Consumo/Utilização na Usina","Valor Consumo / Utilização na Usina (R$)","Quantidade Transferência para Transformação / Utilização / Consumo","Unidade de Medida - Transferência para Transformação / Utilização / Consumo","Valor Transferência para Transformação / Utilização / Consumo (R$)"
"2013","MS","Não-Metálicos","Areia","344244,5","t",",000000000000000","-","","340723","t","5228517,9099999992","0","t","0","0","t","0"
"2013","MS","Não-Metálicos","Argilas","335019,38","t",",000000000000000","-","","24657,509999999998","t","2391265,02","290808,35999999999","t","6609989,46","19501,689999999999","t","7536,0200000000004"
"2013","MS","Não-Metálicos","Calcário","3688367,5599999996","t",",000000000000000","-","","2454614,0899999999","t","89299018,780000001","0","t","0","1171338,52","t","16295406,120000001"
"2013","MS","Não-Metálicos","Rochas (Britadas) e Cascalho","4057950,77","t",",000000000000000","-","","3835413,6799999997","t","85271686,679999992","94434,199999999997","t","965317,06999999995","139421,04999999999","t","2021006,5699999998"
"2013","MS","Não-Metálicos","Talco e outras Cargas Minerais","293501,73999999999","t",",000000000000000","-","","0","t","0","0","t","0","293501,73999999999","t","2246176,8100000001"
"2013","MT","Gemas e Diamantes","Diamante","48470,670000000006","ct","42705,160000000000000","ct","","48354,790000000008","ct","4058748,3299999996","0","ct","0","0","ct","0"
"2013","MT","Metálicos","Estanho","15379","kg","10379,000000000000000","kg","Sn","13232","kg","135738,57000000001","0","kg","0","0","kg","0"
"2013","MT","Metálicos","Ouro","8643,2189500000004","kg","8636,357570000000000","kg","Au","8624,350800000002","kg","804541040,42999971","0","kg","515000","4,4540800000000003","kg","899280,18999999994"
"2013","MT","Não-Metálicos","Areia","157202,20000000001","t",",000000000000000","-","","157095,88","t","4126155,8700000001","0","t","0","0","t","0"
"2013","MT","Não-Metálicos","Argilas","592259,04000000004","t",",000000000000000","-","","506454,51000000001","t","31089330,57","80081,199999999997","t","1955012,52","0","t","0"
"2013","MT","Não-Metálicos","Calcário","8298075,6799999978","t",",000000000000000","-","","6153864,3399999999","t","248960349,77999997","2025622,02","t","33078937,560000002","0","t","0"
"2013","MT","Não-Metálicos","Dolomito e Magnesita","637507,71999999997","t",",000000000000000","-","","645928,70999999996","t","19374144,760000002","0","t","0","0","t","0"
"2013","MT","Não-Metálicos","Quartzo (Cristal) e outros Piezelétricos","320,61000000000001","t",",000000000000000","-","","320,61000000000001","t","33987","0","t","0","0","t","0"
"2013","MT","Não-Metálicos","Rochas (Britadas) e Cascalho","4542744,9300000118","t",",000000000000000","-","","4523252,7400000123","t","112133060,67000003","3603,25","t","44730","0","t","0"
"2013","PA","Gemas e Diamantes","Gemas","162664","kg","162664,000000000000000","kg","","162664","kg","174200,5","0","kg","0","0","kg","0"
"2013","PA","Metálicos","Alumínio (Bauxita)","29326734,059999999","t","14518018,350000000000000","t","Al2O3","29096056,059999999","t","2016898888,7799997","0","t","0","0","t","0"
"2013","PA","Metálicos","Cobre","628562,34000000008","t","184300,000000000000000","t","Cu","617271","t","2853745409,9299998","0","t","0","0","t","0"
"2013","PA","Metálicos","Estanho","3673051","kg","2539494,250000000000000","kg","Sn","3682301","kg","79778833,159999996","0","kg","0","0","kg","0"
"2013","PA","Metálicos","Ferro","105450815,16","t","68088726,760000000000000","t","Fe","109216854,86","t","21706320919,52","0","t","0","0","t","0"
"2013","PA","Metálicos","Manganês","1974756,1699999999","t","917855,710000000000000","t","Mn","1854694,6800000002","t","561864592,81999993","0","t","0","0","t","0"
"2013","PA","Metálicos","Níquel","5333,4499999999998","t","1883,930000000000000","t"," Ni","717,09000000000003","t","6287910,9100000001","0","t","0","0","t","0"
"2013","PA","Metálicos","Ouro","1200,3541000000002","kg","1200,352140000000000","kg","Au","1210,4062999999999","kg","112674559,97","0","kg","0","0","kg","0"
"2013","PA","Metálicos","Tungstênio","166,87","t","108,460000000000000","t","WO3","166,87","t","2646305,3599999999","0","t","0","0","t","0"
"2013","PA","Não-Metálicos","Areia","1096,8199999999999","t",",000000000000000","-","","1096,8199999999999","t","66999","0","t","0","0","t","0"
"2013","PA","Não-Metálicos","Areias Industriais","28360,299999999999","t",",000000000000000","-","","0","t","0","0","t","0","28360,299999999999","t","3785547"
"2013","PA","Não-Metálicos","Argilas","16760,25","t",",000000000000000","-","","16760,25","t","702252,51000000001","0","t","0","0","t","0"
"2013","PA","Não-Metálicos","Calcário","151516,60999999999","t",",000000000000000","-","","149499,60999999999","t","4142372,2799999998","0","t","0","0","t","0"
"2013","PA","Não-Metálicos","Caulim","1794631","t",",000000000000000","-","","1801936,96","t","474433498,07999998","0","t","0","0","t","0"
"2013","PA","Não-Metálicos","Rochas (Britadas) e Cascalho","1541767,6600000001","t",",000000000000000","-","","939951,35000000009","t","49029462,950000003","58104,519999999997","t","3705915,2599999998","387112,91999999998","t","7097339,79"
"2013","PB","Metálicos","Columbita-Tantalita","8,2999999999999989","t",",830000000000000","t","Ta2O5","8,2999999999999989","t","31000,200000000001","0","t","0","0","t","0"
"2013","PB","Metálicos","Titânio","113829,60000000001","t","63639,010000000000000","t","TiO2","110568,22","t","56352013,850000001","0","t","0","0","t","0"
"2013","PB","Metálicos","Tungstênio","0","t",",000000000000000","t","WO3","0","t","0","0","t","0","0","t","0"
"2013","PB","Metálicos","Zircônio","20587,279999999999","t","13366,070000000000000","t","ZrSiO4","24120","t","69900589,909999996","0","t","0","0","t","0"
"2013","PB","Não-Metálicos","Areias Industriais","70645,929999999993","t",",000000000000000","-","","989","t","5700","0","t","0","69656,929999999993","t","427928,81"
"2013","PB","Não-Metálicos","Argilas","399845,59999999998","t",",000000000000000","-","","315278,59999999998","t","97911041,849999994","0","t","0","78716","t","401838,78999999998"
"2013","PB","Não-Metálicos","Calcário","2763674,1499999999","t",",000000000000000","-","","18203","t","2236530","0","t","0","2745134,1499999999","t","28131563,719999999"
"2013","PB","Não-Metálicos","Cianita e outros minerais refratários","1095,3499999999999","t",",000000000000000","-","","897","t","672906,66000000003","0","t","0","0","t","0"
"2013","PB","Não-Metálicos","Feldspato, Leucita e Nefelina-Sienito","66113","t",",000000000000000","-","","66113","t","2362103,73","0","t","0","0","t","0"
"2013","PB","Não-Metálicos","Rochas (Britadas) e Cascalho","1102385,1400000001","t",",000000000000000","-","","1102385,1400000001","t","25540419,289999999","0","t","0","0","t","0"
"2013","PB","Não-Metálicos","Rochas Ornamentais","63317,970000000001","t",",000000000000000","-","","50832,040000000001","t","8681558,7199999988","12412,870000000001","t","759943,15000000002","0","t","0"
"2013","PE","Não-Metálicos","Areias Industriais","256649,78999999998","t",",000000000000000","-","","13635","t","256875","0","t","0","220597,12","t","5529077,3799999999"
"2013","PE","Não-Metálicos","Argilas","619615,07999999996","t",",000000000000000","-","","2291,3000000000002","t","372370,26000000001","38962,82","t","738172,45999999996","578360,95999999996","t","2371614,7400000002"
"2013","PE","Não-Metálicos","Calcário","539304,34999999998","t",",000000000000000","-","","65313,099999999999","t","14471059,300000001","466711,46000000002","t","13842684,15","7279,79","t","217879,84"
"2013","PE","Não-Metálicos","Dolomito e Magnesita","333,38","t",",000000000000000","-","","333,38","t","57346","0","t","0","0","t","0"
"2013","PE","Não-Metálicos","Gipsita","983106,98999999999","t",",000000000000000","-","","688895,08999999997","t","21831661,550000001","0","t","0","258512,84","t","15081496,83"
"2013","PE","Não-Metálicos","Rochas (Britadas) e Cascalho","8209052,1899999995","t",",000000000000000","-","","7902207,8399999999","t","184851777,09","2518,8899999999999","t","44005,010000000002","0","t","0"
"2013","PE","Não-Metálicos","Rochas Ornamentais","0","t",",000000000000000","-","","0","t","0","0","t","0","0","t","0"
"2013","PE","Não-Metálicos","Vermiculita e Perlita","4035,1999999999998","t","3172,510000000000000","t","","1938,9200000000001","t","2101803,2999999998","0","t","0","0","t","0"
"2013","PI","Gemas e Diamantes","Gemas","2","kg","2,000000000000000","kg","","2","kg","20000","0","kg","0","0","kg","0"
"2013","PI","Não-Metálicos","Argilas","35487,259999999995","t",",000000000000000","-","","885,36000000000001","t","34529,040000000001","34601,270000000004","t","647638,78000000003","0","t","0"
"2013","PI","Não-Metálicos","Calcário","215899,78","t",",000000000000000","-","","126279,72","t","7207919,2200000007","89620,059999999998","t","1887189,1456000002","0","t","0"
"2013","PI","Não-Metálicos","Dolomito e Magnesita","179485,20000000001","t",",000000000000000","-","","169359,41","t","8642611,9299999997","10125,789999999999","t","428041,57440000004","0","t","0"
"2013","PI","Não-Metálicos","Rochas (Britadas) e Cascalho","961596,17000000016","t",",000000000000000","-","","879518,80000000005","t","33106046,859999999","3091,52","t","153969,22","15130,5","t","561990"
"2013","PI","Não-Metálicos","Rochas Ornamentais","1653,7","t",",000000000000000","-","","1653,7","t","1731741,0600000001","0","t","0","0","t","0"
"2013","PR","Energéticos","Carvão Mineral","103348,78","t",",000000000000000","-","","103348,78","t","28743609,449999999","0","t","0","0","t","0"
"2013","PR","Metálicos","Ouro","415,43776999999994","kg","415,396230000000000","kg","Au","415,00001000000003","kg","40019743,5","0","kg","0","0","kg","0"
"2013","PR","Metálicos","Prata","36,482160000000007","kg","36,478510000000000","kg","Ag","0","kg","0","0","kg","0","0","kg","0"
"2013","PR","Não-Metálicos","Areia","2357322,3999999999","t",",000000000000000","-","","2349408,5300000003","t","27518099,799999997","0","t","0","0","t","0"
"2013","PR","Não-Metálicos","Areias Industriais","6633,6999999999998","t",",000000000000000","-","","4691,6999999999998","t","261440,75999999998","0","t","0","1942","t","75455,050000000003"
"2013","PR","Não-Metálicos","Argilas","14010","t",",000000000000000","-","","14010","t","1719291,3200000001","0","t","0","0","t","0"
"2013","PR","Não-Metálicos","Calcário","11328021,42","t",",000000000000000","-","","2608978,21","t","67619885,770000011","119743,25999999999","t","404880","8661736,0600000005","t","69302329,390000001"
"2013","PR","Não-Metálicos","Caulim","60","t",",000000000000000","-","","0","t","0","0","t","0","60","t","1200"
"2013","PR","Não-Metálicos","Dolomito e Magnesita","551809,90000000002","t",",000000000000000","-","","517296,19000000006","t","8580167,0399999991","0","t","0","33447,900000000001","t","167239,5"
"2013","PR","Não-Metálicos","Feldspato, Leucita e Nefelina-Sienito","178424,51000000001","t",",000000000000000","-","","0","t","0","0","t","0","178428,33000000002","t","6645758,8700000001"
"2013","PR","Não-Metálicos","Fluorita e Criolita","16314,110000000001","t","13602,660000000000000","t","","15984,110000000001","t","12143584,26","0","t","0","0","t","0"
"2013","PR","Não-Metálicos","Rochas (Britadas) e Cascalho","13335487,649999997","t",",000000000000000","-","","12085547,139999995","t","254449469,53000003","505209,89000000001","t","5734806,7199999988","473489,69","t","12741799,970000001"
"2013","PR","Não-Metálicos","Rochas Ornamentais","4777,3199999999997","t",",000000000000000","-","","4323,8199999999997","t","1096163,7100000002","0","t","0","0","t","0"
"2013","PR","Não-Metálicos","Talco e outras Cargas Minerais","56736,629999999997","t",",000000000000000","-","","43423,209999999999","t","8013020,7700000005","0","t","0","9043","t","611533,80000000005"
"2013","RJ","Metálicos","Monazita e Terras-Raras","600","t","600,000000000000000","t","ETR","600","t","600330","0","t","0","0","t","0"
"2013","RJ","Metálicos","Titânio","10646","t","10646,000000000000000","t","TiO2","10646","t","3149010,2599999998","0","t","0","0","t","0"
"2013","RJ","Metálicos","Zircônio","567","t","567,000000000000000","t","ZrSiO4","567","t","1123338,0900000001","0","t","0","0","t","0"
"2013","RJ","Não-Metálicos","Areia","93454,820000000007","t",",000000000000000","-","","93338,820000000007","t","1046107,6899999999","0","t","0","0","t","0"
"2013","RJ","Não-Metálicos","Areias Industriais","149372","t",",000000000000000","-","","131897,59","t","5244581,8200000003","0","t","0","0","t","0"
"2013","RJ","Não-Metálicos","Argilas","57912,709999999999","t",",000000000000000","-","","0","t","0","0","t","0","57912,720000000001","t","253211,31"
"2013","RJ","Não-Metálicos","Calcário","3182578,1400000001","t",",000000000000000","-","","240200,78","t","20878674,27","0","t","0","2949439,7799999998","t","26244691,789999999"
"2013","RJ","Não-Metálicos","Fluorita e Criolita","11407","t",",000000000000000","t","","10507","t","6438770,2400000002","0","t","0","0","t","0"
"2013","RJ","Não-Metálicos","Rochas (Britadas) e Cascalho","23570772,949999999","t",",000000000000000","-","","21940391,220000003","t","719768454,48000002","239741,20999999999","t","3513207,0099999998","527194,97999999998","t","12940957,110000001"
"2013","RJ","Não-Metálicos","Rochas Ornamentais","0","t",",000000000000000","-","","0","t","0","0","t","0","0","t","0"
"2013","RN","Metálicos","Columbita-Tantalita","3,1400000000000001","t","3,140000000000000","t","Ta2O5","3,1400000000000001","t","122460","0","t","0","0","t","0"
"2013","RN","Metálicos","Ouro","23,44746","kg","23,447460000000000","kg","Au","23","kg","2174000","0","kg","0","0","kg","0"
"2013","RN","Metálicos","Tungstênio","675,6400000000001","t","492,660000000000000","t","WO3","657,29999999999995","t","30016236,920000002","0","t","0","0","t","0"
"2013","RN","Não-Metálicos","Argilas","11059,799999999999","t",",000000000000000","-","","0","t","0","11059,799999999999","t","7741,8699999999999","0","t","0"
"2013","RN","Não-Metálicos","Calcário","1170605,3","t",",000000000000000","-","","1154728,99","t","12168280,83","15876,309999999999","t","446600,59999999998","0","t","0"
"2013","RN","Não-Metálicos","Caulim","14456,200000000001","t",",000000000000000","-","","14456,200000000001","t","4736527,0899999999","0","t","0","0","t","0"
"2013","RN","Não-Metálicos","Feldspato, Leucita e Nefelina-Sienito","16768","t",",000000000000000","-","","16625","t","2042300","0","t","0","0","t","0"
"2013","RN","Não-Metálicos","Rochas (Britadas) e Cascalho","1691966,01","t",",000000000000000","-","","1195335,3999999997","t","40345639,70000001","10687,879999999999","t","173143,64999999999","49575,550000000003","t","0"
"2013","RN","Não-Metálicos","Rochas Ornamentais","54,600000000000001","t",",000000000000000","-","","0","t","0","0","t","0","0","t","0"
"2013","RO","Gemas e Diamantes","Gemas","4399,5799999999999","kg","4399,580000000000000","kg","","4399,5799999999999","kg","891692,37","0","kg","0","0","kg","0"
"2013","RO","Metálicos","Columbita-Tantalita","6342,4499999999989","t","328,469000000000000","t","Nb2O5","6342,7999999999975","t","31361595,710000005","0","t","0","0","t","0"
"2013","RO","Metálicos","Columbita-Tantalita","4992,7600000000002","t","198,210000000000000","t","Ta2O5","4992,7600000000002","t","23165758,960000001","0","t","0","0","t","0"
"2013","RO","Metálicos","Estanho","10212748,190000001","kg","6428165,250000000000000","kg","Sn","9519755,0899999999","kg","219853294,89000002","0","kg","0","887879,08000000007","kg","21698100"
"2013","RO","Metálicos","Manganês","33158,059999999998","t","10177,250000000000000","t","Mn","27916,91","t","4024478","0","t","0","3604,5","t","540675"
"2013","RO","Metálicos","Ouro","632,65457000000015","kg","632,134520000000000","kg","Au","632,65457000000015","kg","55677139,830000006","0","kg","0","0","kg","0"
"2013","RO","Não-Metálicos","Areia","32502,209999999999","t",",000000000000000","-","","32370,009999999998","t","771668,23999999999","0","t","0","0","t","0"
"2013","RO","Não-Metálicos","Calcário","16486,619999999999","t",",000000000000000","-","","16053,25","t","642130","0","t","0","0","t","0"
"2013","RO","Não-Metálicos","Rochas (Britadas) e Cascalho","1007907,0800000002","t",",000000000000000","-","","878755,25","t","48222566,68","113410,39999999999","t","1317024","0","t","0"
"2013","RR","Não-Metálicos","Rochas (Britadas) e Cascalho","218474","t",",000000000000000","-","","199353","t","7914243,0199999996","0","t","0","0","t","0"
"2013","RS","Energéticos","Carvão Mineral","4502790,9500000002","t",",000000000000000","-","","5012847,9400000004","t","365410611,65999997","0","t","0","0","t","0"
"2013","RS","Não-Metálicos","Areias Industriais","66059,240000000005","t",",000000000000000","-","","66059,240000000005","t","3782317,9399999999","0","t","0","0","t","0"
"2013","RS","Não-Metálicos","Argilas","26909,889999999999","t",",000000000000000","-","","26909,889999999999","t","1198804,1699999999","0","t","0","0","t","0"
"2013","RS","Não-Metálicos","Calcário","4584893,8799999999","t",",000000000000000","-","","2649073,5699999998","t","122829533,56999998","0","t","0","1931479,7600000002","t","27587791,18"
"2013","RS","Não-Metálicos","Caulim","22167,990000000002","t",",000000000000000","-","","22167,990000000002","t","3978697,1699999999","0","t","0","0","t","0"
"2013","RS","Não-Metálicos","Rochas (Britadas) e Cascalho","20470446,079999998","t",",000000000000000","-","","16525224,789999999","t","325769804,09999979","1719904,78","t","13930742,770000001","1945200,3300000003","t","15864292,769999996"
"2013","SC","Energéticos","Carvão Mineral","2975701,2599999998","t",",000000000000000","-","","3132774,48","t","651326370,16999996","0","t","0","0","t","0"
"2013","SC","Energéticos","Turfa","72594,839999999997","t",",000000000000000","-","","42332,18","t","2593381,2400000002","74492,389999999999","t","1243204,4199999999","12771,440000000001","t","2217728,6699999999"
"2013","SC","Não-Metálicos","Areia","157435","t",",000000000000000","-","","156436,97","t","2951090,2399999998","0","t","0","0","t","0"
"2013","SC","Não-Metálicos","Areias Industriais","1277949,6099999999","t",",000000000000000","-","","1277723,2","t","58792822","0","t","0","0","t","0"
"2013","SC","Não-Metálicos","Argilas","69503,399999999994","t",",000000000000000","-","","52812","t","3890080","0","t","0","15551,700000000001","t","228872,92000000001"
"2013","SC","Não-Metálicos","Calcário","2443147,9900000002","t",",000000000000000","-","","773980,90000000002","t","25832629,780000001","0","t","0","1667115,0900000001","t","17971500,670000002"
"2013","SC","Não-Metálicos","Feldspato, Leucita e Nefelina-Sienito","140275,26999999999","t",",000000000000000","-","","140289,31","t","17337059,98","0","t","0","0","t","0"
"2013","SC","Não-Metálicos","Rochas (Britadas) e Cascalho","16721126,520000001","t",",000000000000000","-","","15021382,110000001","t","320915387,25","329614,57000000001","t","5436355,7100000009","888448,39000000001","t","11647005,59"
"2013","SC","Não-Metálicos","Saibro","288809","t",",000000000000000","-","","283758,29999999999","t","3830664,6799999997","0","t","0","0","t","0"
"2013","SE","Não-Metálicos","Argilas","203030,60999999999","t",",000000000000000","-","","46526,699999999997","t","2775761,3500000001","0","t","0","152930,09","t","1586539,6200000001"
"2013","SE","Não-Metálicos","Calcário","5104698,79","t",",000000000000000","-","","222385,14000000001","t","1180008,1899999999","0","t","0","4718471,7400000002","t","33801119,210000001"
"2013","SE","Não-Metálicos","Potássio","492150,90000000002","t","492150,900000000000000","t","K2O","523577,52000000002","t","473044619,81","0","t","0","0","t","0"
"2013","SE","Não-Metálicos","Rochas (Britadas) e Cascalho","762003,32999999984","t",",000000000000000","-","","762003,32999999984","t","15441371,369999999","0","t","0","0","t","0"
"2013","SP","Metálicos","Alumínio (Bauxita)","31282,119999999999","t","16179,280000000000000","t","Al2O3","31282,119999999999","t","12884755,939999999","0","t","0","0","t","0"
"2013","SP","Metálicos","Ferro","395996,53000000003","t","278108,330000000000000","t","Fe","175652,54999999999","t","2356768,1600000001","0","t","0","0","t","0"
"2013","SP","Não-Metálicos","Areia","12218008,350000003","t",",000000000000000","-","","12066548,540000001","t","262238188,77000004","0","t","0","0","t","0"
"2013","SP","Não-Metálicos","Areias Industriais","5212048,6100000003","t",",000000000000000","-","","4690640,6000000006","t","190439235,41000009","0","t","0","510716","t","12045812,789999999"
"2013","SP","Não-Metálicos","Argilas","1498534,9700000002","t",",000000000000000","-","","912894,06999999995","t","21455281,529999997","0","t","0","588923,82000000007","t","7742235,5800000001"
"2013","SP","Não-Metálicos","Calcário","13985888,960000005","t",",000000000000000","-","","5084664,9300000016","t","210780745,71000004","3063710,2399999998","t","45391819,619999997","5843348,0700000003","t","159455276,44999999"
"2013","SP","Não-Metálicos","Calcário","3767142,4100000001","t","3767142,410000000000000","t","","1916428,3500000001","t","29393939,93","0","t","0","0","t","0"
"2013","SP","Não-Metálicos","Caulim","93049,330000000002","t",",000000000000000","-","","90423,169999999998","t","26133908,25","0","t","0","2250,9299999999998","t","450240"
"2013","SP","Não-Metálicos","Dolomito e Magnesita","203574,29999999999","t",",000000000000000","-","","203574,29999999999","t","247289,13999999998","0","t","0","0","t","0"
"2013","SP","Não-Metálicos","Feldspato, Leucita e Nefelina-Sienito","24046,48","t",",000000000000000","-","","23998,48","t","3705503,2199999997","0","t","0","0","t","0"
"2013","SP","Não-Metálicos","Fosfato","711182,93999999994","t","226047,760000000000000","t","P2O5","70833,690000000002","t","4519587,0300000003","0","t","0","601088,93000000005","t","164058649,66999999"
"2013","SP","Não-Metálicos","Rochas (Britadas) e Cascalho","87459303,680000037","t",",000000000000000","-","","80666892,579999983","t","2141134108,9499993","1625085,6299999999","t","18170247,109999999","1812304,1899999997","t","27899519,619999997"
"2013","SP","Não-Metálicos","Rochas Ornamentais","5081,2299999999996","t",",000000000000000","-","","4875,4499999999998","t","5826631,2300000004","0","t","0","0","t","0"
"2013","SP","Não-Metálicos","Talco e outras Cargas Minerais","867043,24999999988","t",",000000000000000","-","","868691,97999999998","t","34471815,489999995","487,56999999999999","t","487,56999999999999","0","t","0"
"2013","TO","Metálicos","Ferro","242134,32000000001","t","145280,000000000000000","t","Fe","242134,32000000001","t","14887773,289999999","0","t","0","0","t","0"
"2013","TO","Metálicos","Ouro","29,980739999999997","kg","28,637740000000000","kg","Au","29,980739999999997","kg","2701286,1099999999","0","kg","0","0","kg","0"
"2013","TO","Não-Metálicos","Areia","88940","t",",000000000000000","-","","88940","t","1752240","0","t","0","0","t","0"
"2013","TO","Não-Metálicos","Calcário","3782256,4500000002","t",",000000000000000","-","","2737874,3700000001","t","98970863,299999997","0","t","0","1060215,5700000001","t","8888026,8399999999"
"2013","TO","Não-Metálicos","Fosfato","61924,160000000003","t","17338,760000000000000","t","P2O5","21145,720000000001","t","9685446,2599999998","0","t","0","27185,139999999999","t","5,9999999999999998E-2"
"2013","TO","Não-Metálicos","Minerais Industriais (Outros)","79800","t",",000000000000000","-","","79800","t","2632900","0","t","0","0","t","0"
"2013","TO","Não-Metálicos","Rochas (Britadas) e Cascalho","488364,53000000003","t",",000000000000000","-","","492641,78000000003","t","18466257,690000001","0","t","0","0","t","0"
"2014","AL","Não-Metálicos","Areia","0","t",",000000000000000","-","","0","t","0","0","t","0","0","t","0"
"2014","AL","Não-Metálicos","Argilas","68657","t",",000000000000000","-","","0","t","0","0","t","0","68657","t","294383,69"
"2014","AL","Não-Metálicos","Calcário","982794,47999999998","t",",000000000000000","-","","75291,440000000002","t","9563998,0099999998","0","t","0","903559","t","10393966,5"
"2014","AL","Não-Metálicos","Rochas (Britadas) e Cascalho","1562841,3999999999","t",",000000000000000","-","","1490728,51","t","49594959,340000004","45384,43","t","1398657,54","0","t","0"
"2014","AM","Metálicos","Columbita-Tantalita","15436,219999999999","t","2546,500000000000000","t","Nb2O5","0","t","0","0","t","0","15436,219999999999","t","42176268,439999998"
"2014","AM","Metálicos","Columbita-Tantalita","15436,219999999999","t","2546,500000000000000","t","Ta2O5","0","t","0","0","t","0","15436,219999999999","t","42176268,439999998"
"2014","AM","Metálicos","Estanho","19477499","kg","13000000,000000000000000","kg","Sn","0","kg","0","0","kg","0","19467499","kg","286550398,13"
"2014","AM","Metálicos","Ouro","425,25719000000004","kg","425,257190000000000","kg","Au","425,23319000000004","kg","38019010,360000007","0","kg","0","0","kg","0"
"2014","AM","Não-Metálicos","Rochas (Britadas) e Cascalho","796086,91999999993","t",",000000000000000","-","","576082,41999999993","t","44616654,600000001","0","t","0","10175","t","508750"
"2014","AP","Metálicos","Cromo","209251","t","46725,740000000000000","t","Cr2O3","0","t","0","0","t","0","209251","t","58407175"
"2014","AP","Metálicos","Ferro","1995384,6699999999","t","1236150,190000000000000","t","Fe","2646251,25","t","502708777,73000002","0","t","0","60000","t","60000"
"2014","AP","Metálicos","Ouro","4913,2227299999995","kg","4906,529690000000000","kg","Au","4786,4159100000006","kg","458276458,66999996","0","kg","0","0","kg","0"
"2014","AP","Não-Metálicos","Rochas (Britadas) e Cascalho","599270,55000000005","t",",000000000000000","-","","577624,42999999993","t","27708878,390000001","0","t","0","0","t","0"
"2014","BA","Gemas e Diamantes","Diamante","13470","ct","13470,000000000000000","ct","","0","ct","0","0","ct","0","0","ct","0"
"2014","BA","Gemas e Diamantes","Gemas","22993,93","kg","22993,930000000000000","kg","","22993,93","kg","9750587,9700000007","0","kg","0","0","kg","0"
"2014","BA","Metálicos","Cobre","94238,259999999995","t","26402,070000000000000","t","Cu","95023,590000000011","t","456357754,92000002","0","t","0","0","t","0"
"2014","BA","Metálicos","Cromo","507423,87","t","197897,360000000000000","t","Cr2O3","43215,659999999996","t","28065942,700000003","25736","t","8681783,6600000001","504729,68000000005","t","197537862,81"
"2014","BA","Metálicos","Ferro","421942,06","t","275185,730000000000000","t","Fe","357471,46000000002","t","39694619,410000004","0","t","0","0","t","0"
"2014","BA","Metálicos","Manganês","2300","t","759,000000000000000","t","Mn","2434,3000000000002","t","328618,34999999998","0","t","0","0","t","0"
"2014","BA","Metálicos","Níquel","86684","t","12047,800000000000000","t"," Ni","90205,479999999996","t","344000728,64999998","0","t","0","0","t","0"
"2014","BA","Metálicos","Ouro","5184,9590200000002","kg","5184,959020000000000","kg","Au","5139,5714399999997","kg","464669615,61000001","0","kg","0","0","kg","0"
"2014","BA","Metálicos","Vanádio","90256","t","2914,000000000000000","t","V","0","t","0","0","t","0","90256","t","39053722,219999999"
"2014","BA","Não-Metálicos","Areias Industriais","138209,78","t",",000000000000000","-","","0","t","0","0","t","0","131249,32000000001","t","10793994,85"
"2014","BA","Não-Metálicos","Argilas","440237,45000000001","t",",000000000000000","-","","384541,58000000007","t","65326110,240000002","36850","t","287290","10432,799999999999","t","41731"
"2014","BA","Não-Metálicos","Calcário","2092802,0699999998","t",",000000000000000","-","","663339,56999999995","t","28353558,859999999","31195,829999999998","t","1400003,1800000002","1305325,6499999999","t","19144212,25"
"2014","BA","Não-Metálicos","Caulim","6285,5600000000004","t",",000000000000000","-","","6286,5600000000004","t","3173862,9500000002","0","t","0","0","t","0"
"2014","BA","Não-Metálicos","Diatomita","2821,8699999999999","t",",000000000000000","-","","2726,9899999999998","t","8602979,5899999999","0","t","0","0","t","0"
"2014","BA","Não-Metálicos","Dolomito e Magnesita","1422920,6899999999","t",",000000000000000","-","","199813,39999999999","t","207429349,67000002","184809,04000000001","t","4375275,04","1055055","t","137839555,32999998"
"2014","BA","Não-Metálicos","Fosfato","192100,12","t","62134,350000000000000","t","P2O5","25673,5","t","9749651,1500000004","0","t","0","181138,57000000001","t","21342779,399999999"
"2014","BA","Não-Metálicos","Gipsita","0","t",",000000000000000","-","","0","t","0","0","t","0","0","t","0"
"2014","BA","Não-Metálicos","Grafita","14125","t","12833,540000000000000","t","","14602","t","28198183,550000001","0","t","0","0","t","0"
"2014","BA","Não-Metálicos","Rochas (Britadas) e Cascalho","10661983,800000001","t",",000000000000000","-","","10048506,08","t","365903942,4199999","137501,16","t","6486128,790000001","278587,87","t","2903462,0999999996"
"2014","BA","Não-Metálicos","Rochas Ornamentais","4404,8699999999999","t",",000000000000000","-","","4396,1700000000001","t","2548634,7600000002","0","t","0","0","t","0"
"2014","BA","Não-Metálicos","Talco e outras Cargas Minerais","113836,59","t",",000000000000000","-","","65969,239999999991","t","95994956,650000006","0","t","0","327","t","248077,82999999999"
"2014","BA","Não-Metálicos","Vermiculita e Perlita","700,74000000000001","t","595,620000000000000","t","","105","t","12585","0","t","0","0","t","0"
"2014","CE","Metálicos","Ferro","295249","t","183054,380000000000000","t","Fe","245859,67000000001","t","36745991,939999998","0","t","0","0","t","0"
"2014","CE","Não-Metálicos","Areias Industriais","181689,09","t",",000000000000000","-","","0","t","0","0","t","0","181689,09","t","3876565,6899999999"
"2014","CE","Não-Metálicos","Argilas","68208","t",",000000000000000","-","","0","t","0","0","t","0","68208","t","2674249,1299999999"
