"Ano base","UF","Classe Substância Mineral","Substância Mineral","Quantidade (litros) Garrafão","Quantidade (litros) Garrafa Plástica","Quantidade (litros) Garrafa de Vidro","Quantidade (litros) Copo","Quantidade (litros) Outras Embalagens","Valor (R$) Garrafão","Valor (R$) Garrafa Plástica","Valor (R$) Garrafa de Vidro","Valor (R$) Copo","Valor (R$) Outras Embalagens","Quantidade (litros) Composição Produtos Industrializados","Valor (R$) Composição Produtos Industrializados","Unidade de Medida"
"2024","PB","Água","Água","287759439,78","61650420,64","76467,60","2642746,33","86496,72","23017655,73","71138673,45","144825,00","4310361,71","267978,83","120774681,00","191454032,79","l"
"2024","PE","Água","Água","1382842908,38","116002060,86","279498,60","2146150,51",",00","197425482,55","95759058,62","900108,61","3524555,44",",00","61643260,96","4931460,89","l"
"2024","PI","Água","Água","51805085,40","9606030,34",",00","397676,80","89120,00","12809106,53","23650175,03",",00","1705495,57","112954,56",",00",",00","l"
"2024","PR","Água","Água","189194712,40","193466626,40",",00","6649130,91",",00","58416747,24","282410563,31",",00","13327186,59",",00","98423115,20","10868278,38","l"
"2024","RJ","Água","Água","585386808,00","519976598,35",",00","14382071,20","12741544,00","75369238,39","183825841,54",",00","12691862,12","437776,78",",00",",00","l"
"2024","RN","Água","Água","519203776,71","62657223,21","160346,45","1511934,15",",00","50708542,84","88135998,60","178162,70","4312165,09",",00",",00",",00","l"
"2024","RO","Água","Água","193608582,00","24796321,41",",00","911006,40",",00","39374399,74","46358468,16",",00","2106153,88",",00",",00",",00","l"
"2024","RR","Água","Água","11834460,00","6047449,46",",00","263300,00",",00","3384245,26","10760095,74",",00","642377,34",",00",",00",",00","l"
"2024","RS","Água","Água","267079759,84","442741849,43","36,00","2853057,24","208076,40","117059691,89","649807082,27","480,00","5402855,35","1127305,67","5960224754,23","5909207,57","l"
"2024","SC","Água","Água","381638724,81","208666901,47","508860,00","4180350,40",",00","105546432,70","275166740,84","1004897,50","8818141,97",",00","244379000,00","2114110,70","l"
"2024","SE","Água","Água","333407930,00","42890101,72",",00","2908658,24","26760,00","58083296,07","47819157,10",",00","5028840,39","4549,20","9160727,61","2871522,88","l"
"2024","SP","Água","Água","2246673362,01","4081188221,77","23388192,61","22336769,32","22840812,88","441685974,70","2036071975,05","98963659,89","50716770,17","73555659,70","45949897,97","332085449,39","l"
"2024","TO","Água","Água","60347623,85","7824872,29",",00","790933,60","17975,89","10066020,80","9892822,43",",00","1348217,72","19563,00",",00",",00","l"
"2025","AC","Água","Água","46384419,00","5298175,00",",00","59520,00",",00","4799966,04","3500395,73",",00","37800,91",",00",",00",",00","l"
"2025","AL","Água","Água","451360320,00","123256798,83",",00","560761,20",",00","53413447,17","266797895,87",",00","1474469,14",",00",",00",",00","l"
"2025","AM","Água","Água","349339166,60","83654873,26",",00","2071549,20",",00","49304749,35","77977782,55",",00","4237045,39",",00","34343597,80","6520564,31","l"
"2025","AP","Água","Água","64243938,99","6726967,20",",00","39081,60",",00","11854970,69","7147698,21",",00","125242,71",",00",",00",",00","l"
"2025","BA","Água","Água","805103574,00","301854787,95",",00","5779364,61","1109600,00","87860500,11","393892937,80",",00","8495826,37","721828,61","19615486,50","98237538,86","l"
"2025","CE","Água","Água","656406103,84","64097822,84",",00","1267574,40","283291,00","164531276,59","114678864,69",",00","3249422,89","396725,71","61774101,74","126918984,90","l"
"2025","DF","Água","Água","55475395,63","16580025,36",",00","1016670,52",",00","7386632,61","13664530,98",",00","1340887,78",",00",",00",",00","l"
"2025","ES","Água","Água","153638887,16","44462762,96","275894,40","1103039,00","28712840,00","25530158,79","84949580,28","2610902,07","3016039,70","610205,80",",00",",00","l"
"2025","GO","Água","Água","157890842,22","128865363,78",",00","1710924,20","229495,00","50493484,30","229966002,75",",00","4159284,85","280901,50","19801278,63","4743333,93","l"
"2025","MA","Água","Água","231385025,20","24231237,64",",00","667449,60",",00","29740379,89","36014336,14",",00","1884300,46",",00",",00",",00","l"
"2025","MG","Água","Água","731289505,47","303432397,16","9927685,90","4703078,36","4338250,00","129843576,79","377840335,36","5809168,41","8921608,86","3246302,31","1176308,57","179053,17","l"
"2025","MS","Água","Água","41247415,00","27246856,60",",00","1536379,20","1946910,00","12973014,66","49227533,49",",00","4082581,88","2287940,61","19731361,14","1062198,67","l"
"2025","MT","Água","Água","475058128,62","94189462,21",",00","5264915,06",",00","118270537,96","193856644,32",",00","11431274,45",",00",",00",",00","l"
"2025","PA","Água","Água","410997538,32","39719933,21","2055620,26","2622682,20","27243849,20","60245482,88","38139060,37","1001788,06","27754011,70","1001788,06","228945840,00","50050,57","l"
"2025","PB","Água","Água","194033066,70","62396215,87","5214,00","1445059,60","37637,10","21781399,64","97658113,00","9875,00","3372049,99","110099,89","106819586,28","191562841,24","l"
"2025","PE","Água","Água","1363139750,28","121104151,94","357820,50","2179969,98",",00","197190229,29","120427932,71","1036277,64","4925580,38",",00","55683100,40","4454647,70","l"
"2025","PI","Água","Água","66006759,13","26198644,43",",00","793486,00","143620,00","16076330,82","30014438,93",",00","1877044,63","157982,00",",00",",00","l"
"2025","PR","Água","Água","180163425,68","218924185,88",",00","6641392,43","431409,60","60836645,97","327811369,86",",00","13892573,18","2645218,69","120827238,40","10200720,94","l"
"2025","RJ","Água","Água","527429026,52","282178045,58",",00","5277097,49","13656000,00","78561953,99","318060328,11",",00","14549393,86","630200,00",",00",",00","l"
"2025","RN","Água","Água","464487477,12","62763588,35","36026679,19","1848037,83","26299,60","44249609,21","86678033,85","3332016,51","4224665,08","45738,46",",00",",00","l"
"2025","RO","Água","Água","194418159,00","27342618,89",",00","984604,80",",00","39385660,67","56420147,15",",00","2279239,61",",00",",00",",00","l"
"2025","RR","Água","Água","8257249,80","5552591,82",",00","120181,00",",00","4560522,72","11111828,74",",00","352679,97",",00",",00",",00","l"
"2025","RS","Água","Água","223672306,00","560104918,24",",00","2904850,20","492966,60","68940123,09","789239311,18",",00","7182344,18","2090009,74",",00",",00","l"
"2025","SC","Água","Água","388307785,80","228455662,19","532888,34","4096643,29","6563,35","116232453,03","308253988,95","1192697,65","9070700,08","39682,33","237599823,00","2348459,76","l"
"2025","SE","Água","Água","312385331,00","54645953,71",",00","2707733,74","9290,00","55884178,09","55592935,12",",00","4969018,01","1579,30","20950,96","47600,83","l"
"2025","SP","Água","Água","1962754574,12","1367382208,74","10593344,06","29105210,61","24242794,42","450032005,98","1651577014,25","46766153,68","40099577,37","64450684,78","44510570,91","312707317,42","l"
"2025","TO","Água","Água","61379080,00","9793502,21",",00","740370,20","149871,95","11168085,89","13597562,71",",00","1368443,62","443504,21","493634,30","1752625,41","l"
